"","ws","datetime","date","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","DIC","SiO2","ANC","sp.cond","temp","Q","hydro.limb","canonical","note"
"11800",5,1974-04-29 11:45:00,1974-04-29,1.42,0.3,0.27,0.58,NA,0.04,4.91,6.3,2.39,0.37,0.003,NA,NA,NA,25.8,9.9,11.95,"L",TRUE,0
"11801",5,1974-05-06 13:50:00,1974-05-06,1.49,0.33,0.24,0.67,NA,0.04,4.96,6,2.25,0.39,0.003,NA,4.3,NA,25,5.8,6.58,"L",TRUE,0
"11802",5,1974-05-13 12:40:00,1974-05-13,1.43,0.31,0.27,0.55,NA,0.06,4.92,5.8,2.28,0.38,0.002,NA,3.5,NA,26,6.5,24.91,"F",TRUE,0
"11803",5,1974-05-20 13:00:00,1974-05-20,1.45,0.32,0.2,0.68,NA,0.04,4.98,6,1.68,0.41,0.002,NA,4.5,NA,24.5,10.2,4.72,"L",TRUE,0
"11804",5,1974-05-26 09:50:00,1974-05-26,1.46,0.31,0.25,0.61,NA,0.02,4.98,5.9,1.68,0.4,0.002,NA,4.1,NA,24.8,6.6,20.71,"L",TRUE,0
"11805",5,1974-06-04 13:45:00,1974-06-04,1.45,0.33,0.2,0.71,NA,0.03,4.98,6.3,1.33,0.39,0.001,NA,4.2,NA,24.3,11.8,5.15,"L",TRUE,0
"11806",5,1974-06-12 08:00:00,1974-06-12,1.35,0.31,0.13,0.83,NA,0.03,5.05,5.5,0.47,0.46,0.002,NA,4.2,NA,22.3,11.4,1.89,"L",TRUE,0
"11807",5,1974-06-17 09:10:00,1974-06-17,1.34,0.3,0.23,0.67,NA,0.03,5,5.3,0.98,0.4,0.002,NA,3.8,NA,22.4,11.9,37.54,"R",TRUE,0
"11808",5,1974-06-24 09:05:00,1974-06-24,1.34,0.31,0.07,0.75,NA,0.03,5.02,6.5,0.27,0.41,0.002,NA,4.9,NA,21.7,12.5,1.51,"L",TRUE,0
"11809",5,1974-07-01 08:30:00,1974-07-01,1.36,0.3,0.07,0.74,NA,0.02,5.03,5.7,0.34,0.42,0.002,NA,4.3,NA,21,12.5,5.68,"L",TRUE,0
"11810",5,1974-07-08 08:40:00,1974-07-08,1.37,0.3,0.07,0.78,NA,0.02,4.95,5.8,0.18,0.46,0.002,NA,4.7,NA,21.4,14.7,2.79,"L",TRUE,0
"11811",5,1974-07-15 09:05:00,1974-07-15,1.3,0.29,0.06,0.77,NA,0.03,4.91,6.3,0.13,0.47,0.004,NA,4.8,NA,22,15.6,0.27,"L",TRUE,0
"11812",5,1974-07-22 08:15:00,1974-07-22,1.26,0.3,0.05,0.8,NA,0.04,5.01,6.3,0.18,0.44,0.008,NA,4.7,NA,22.5,13.2,0.22,"L",TRUE,0
"11813",5,1974-07-29 07:50:00,1974-07-29,1.36,0.32,0.07,0.84,NA,0.11,4.97,6.8,0.33,0.41,0.002,NA,4.7,NA,22.6,14,1.21,"L",TRUE,0
"11814",5,1974-08-05 07:15:00,1974-08-05,1.34,0.31,0.09,0.7,NA,0.03,4.95,6.3,0.58,0.35,0.001,NA,4.3,NA,23,14.8,6.75,"F",TRUE,0
"11815",5,1974-08-12 09:05:00,1974-08-12,1.27,0.31,0.04,0.86,NA,0.04,4.98,7.3,0.18,0.42,0.007,NA,5.1,NA,22.6,14.2,0.08,"L",TRUE,0
"11816",5,1974-08-19 08:40:00,1974-08-19,1.27,0.32,0.07,0.84,NA,0.04,4.96,7.3,0.24,0.42,0.002,NA,5.1,NA,23.1,14.5,0.47,"L",TRUE,0
"11817",5,1974-09-02 08:55:00,1974-09-02,1.25,0.31,0.05,0.75,NA,0.04,4.99,7.4,0.04,0.37,0.003,NA,5.1,NA,22.1,12.7,1.14,"L",TRUE,0
"11818",5,1974-09-07 10:25:00,1974-09-07,1.34,0.32,0.04,0.64,NA,0.04,4.98,7.2,0.06,0.33,0.002,NA,5.1,NA,22.2,11.4,1.17,"L",TRUE,0
"11819",5,1974-09-16 13:30:00,1974-09-16,1.25,0.33,0.05,0.75,NA,0.04,5,7.4,0.03,0.34,0.002,NA,5,NA,21.7,11.3,0.95,"L",TRUE,0
"11820",5,1974-09-23 13:35:00,1974-09-23,1.34,0.35,0.07,0.67,NA,0.02,5.01,7.3,0.17,0.3,0.002,NA,4.7,NA,22.7,8.5,3.35,"L",TRUE,0
"11821",5,1974-09-30 13:05:00,1974-09-30,1.49,0.33,0.11,0.52,NA,0.04,4.99,6.8,0.58,0.3,0.002,NA,4.3,NA,23.6,9.6,13.4,"F",TRUE,0
"11822",5,1974-10-08 12:30:00,1974-10-08,1.37,0.33,0.09,0.7,NA,0.04,5.04,6.9,0.24,0.37,0.002,NA,4.7,NA,22,7,2.33,"L",TRUE,0
"11823",5,1974-10-16 10:25:00,1974-10-16,1.34,0.37,0.34,0.8,NA,0.03,5.14,6.8,0.02,0.44,0.002,NA,4.7,NA,22.1,6.3,3.1,"L",TRUE,0
"11824",5,1974-10-23 08:50:00,1974-10-23,1.32,0.37,0.27,0.77,NA,0.01,5.13,6.7,0.01,0.39,0.002,NA,4.9,NA,22.1,5,2.44,"L",TRUE,0
"11825",5,1974-10-30 14:35:00,1974-10-30,1.36,0.39,0.22,0.81,NA,0.01,5.2,7,0.01,0.39,0.002,NA,5.2,NA,22,7.2,1.87,"L",TRUE,0
"11826",5,1974-11-04 10:50:00,1974-11-04,1.32,0.39,0.39,0.82,NA,0.01,5.25,7.2,0.04,0.44,0.002,NA,4.7,NA,22.5,6.2,4.12,"L",TRUE,0
"11827",5,1974-11-12 09:45:00,1974-11-12,1.46,0.39,0.21,0.82,NA,0.01,5.15,6.9,0.74,0.41,0.002,NA,4.6,NA,23.3,5.8,2.68,"L",TRUE,0
"11828",5,1974-11-18 11:00:00,1974-11-18,1.5,0.39,0.18,0.79,NA,0.01,5.16,6.4,1.12,0.39,0.002,NA,4.9,NA,23.7,3.5,3.86,"L",TRUE,0
"11829",5,1974-11-26 11:20:00,1974-11-26,1.64,0.38,0.2,0.69,NA,0.01,5.05,6.3,1.87,0.4,0.001,NA,4.6,NA,24.7,0.4,8.42,"L",TRUE,0
"11830",5,1974-12-04 11:45:00,1974-12-04,1.5,0.37,0.17,0.79,NA,0.02,5.11,6.7,1.86,0.4,0.001,NA,4.8,NA,24.6,0.1,3.92,"L",TRUE,0
"11831",5,1974-12-10 12:40:00,1974-12-10,1.65,0.37,0.28,0.64,NA,0.01,4.93,6.5,2.9,0.54,0.003,NA,4.3,NA,27.5,0.8,12.56,"L",TRUE,0
"11832",5,1974-12-17 11:40:00,1974-12-17,1.6,0.36,0.2,0.72,NA,0.01,5.02,6.5,2.49,0.48,0.006,NA,4.7,NA,25.5,0.4,4.58,"L",TRUE,0
"11833",5,1974-12-20 10:55:00,1974-12-20,1.62,0.36,0.19,0.68,NA,0.01,4.99,5.5,2.44,0.48,0.002,NA,5,NA,26.2,1,3.62,"L",TRUE,0
"11834",5,1975-01-07 10:40:00,1975-01-07,1.58,0.37,0.17,0.78,NA,0.01,5.02,5.8,2.35,0.45,0.002,NA,5.2,NA,25.1,0.1,1.85,"L",TRUE,0
"11835",5,1975-01-14 13:40:00,1975-01-14,1.68,0.4,0.22,0.84,NA,0.01,5.01,6.1,2.73,0.51,0.002,NA,4.9,NA,27,0.1,3.38,"L",TRUE,0
"11836",5,1975-01-22 10:30:00,1975-01-22,1.65,0.4,0.2,0.89,NA,0.01,5.09,5.6,2.62,0.48,0.002,NA,4.9,NA,26.1,0.3,1.7,"L",TRUE,0
"11837",5,1975-01-29 10:45:00,1975-01-29,1.6,0.4,0.2,0.9,NA,0.01,5.11,5.7,2.43,0.44,0.002,NA,5.1,NA,25.5,1,1.6,"L",TRUE,0
"11838",5,1975-02-05 11:20:00,1975-02-05,1.6,0.41,0.2,0.92,NA,0.02,5.11,6.4,2.41,0.48,0.002,NA,5,NA,25.8,0.6,1.49,"L",TRUE,0
"11839",5,1975-02-11 13:50:00,1975-02-11,1.65,0.4,0.21,0.9,NA,0.01,5.12,6.1,2.41,0.5,0.003,NA,5,NA,26,0.8,1.21,"L",TRUE,0
"11840",5,1975-02-19 09:25:00,1975-02-19,1.6,0.4,0.19,0.91,NA,0.01,5.1,5.9,2.38,0.47,0.004,NA,5.2,NA,25.8,1,1.21,"L",TRUE,0
"11841",5,1975-02-24 10:15:00,1975-02-24,1.62,0.42,0.19,0.85,NA,0.01,5.1,5.8,2.7,0.44,0.003,NA,4.6,NA,26.3,0.8,3.19,"L",TRUE,0
"11842",5,1975-03-05 10:35:00,1975-03-05,1.62,0.41,0.2,0.88,NA,0.02,5.15,5.8,2.78,0.46,0.002,NA,4.8,NA,26.8,0.4,2.3,"L",TRUE,0
"11843",5,1975-03-12 08:50:00,1975-03-12,1.6,0.41,0.18,0.91,NA,0.02,5.13,5.6,2.58,0.46,0.001,NA,3.7,NA,25.8,0.5,1.68,"L",TRUE,0
"11844",5,1975-03-18 09:20:00,1975-03-18,1.66,0.41,0.21,0.89,NA,0.01,5.11,6.1,3.03,0.47,0.002,NA,4.9,NA,26.5,1,2.66,"L",TRUE,0
"11845",5,1975-03-26 09:20:00,1975-03-26,1.81,0.4,0.3,0.77,NA,0.01,4.92,5.6,4.48,0.72,0.002,NA,4,NA,31.7,1.6,17.12,"L",TRUE,0
"11846",5,1975-04-01 09:20:00,1975-04-01,1.75,0.4,0.14,0.82,NA,0.01,4.99,6,4.12,0.67,0.002,NA,4.6,NA,28.8,0.4,5.15,"L",TRUE,0
"11847",5,1975-04-09 09:20:00,1975-04-09,1.68,0.4,0.27,0.83,NA,0.02,5.1,5.5,3.6,0.6,0.002,NA,4.6,NA,28.2,0.6,3.38,"L",TRUE,0
"11848",5,1975-04-16 10:50:00,1975-04-16,1.66,0.38,0.23,0.77,NA,0.02,5,4.9,3.39,0.58,0.002,NA,4.4,NA,26,2.4,8.88,"L",TRUE,0
"11849",5,1975-04-22 12:15:00,1975-04-22,1.71,0.37,0.28,0.71,NA,0.02,4.9,5.8,4.24,0.58,0.002,NA,4,NA,28.3,4.6,17.04,"L",TRUE,0
"11850",5,1975-04-30 10:05:00,1975-04-30,1.62,0.36,0.26,0.69,NA,0.02,4.98,6.1,3.8,0.54,0.002,NA,3.9,NA,27.9,5.9,13.4,"L",TRUE,0
"11851",5,1975-05-07 10:00:00,1975-05-07,1.56,0.34,0.28,0.59,NA,0.02,4.78,5.8,2.89,0.53,0.001,NA,3.7,NA,26.4,6.4,9.24,"L",TRUE,0
"11852",5,1975-05-13 09:55:00,1975-05-13,1.48,0.33,0.3,0.64,NA,0.02,4.65,6.4,2.13,0.45,0.002,NA,4.1,NA,25.7,10.3,9.03,"L",TRUE,0
"11853",5,1975-05-20 10:00:00,1975-05-20,1.45,0.33,0.21,0.76,NA,0.02,4.97,5.7,1.6,0.55,0.001,NA,5.1,NA,24.2,14.2,2.28,"L",TRUE,0
"11854",5,1975-05-27 11:30:00,1975-05-27,1.37,0.32,0.1,0.83,NA,0.02,4.95,5.8,0.82,0.59,0.001,NA,5.2,NA,22.9,12.1,0.85,"L",TRUE,0
"11855",5,1975-06-02 11:10:00,1975-06-02,1.45,0.33,0.11,0.86,NA,0.02,5.01,5.7,0.69,0.57,0.001,NA,5,NA,23.1,12.4,1.97,"L",TRUE,0
"11856",5,1975-06-09 08:45:00,1975-06-09,1.43,0.33,0.08,0.73,NA,0.01,4.93,6.7,0.8,0.54,0.003,NA,4.9,NA,23.5,8.1,3.62,"L",TRUE,0
"11857",5,1975-06-16 10:30:00,1975-06-16,1.39,0.31,0.11,0.64,NA,0.01,4.9,5.9,1.1,0.5,0.004,NA,4.4,NA,23.5,10.8,9.18,"L",TRUE,0
"11858",5,1975-06-23 12:45:00,1975-06-23,1.33,0.3,0.05,0.76,NA,0.01,4.91,6.6,0.31,0.54,0.003,NA,4.8,NA,21.9,15.4,1.03,"L",TRUE,0
"11859",5,1975-06-30 10:50:00,1975-06-30,1.31,0.3,0.07,0.79,NA,0.02,4.91,6.7,0.58,0.56,0.002,NA,4.4,NA,22.1,14.5,1.58,"L",TRUE,0
"11860",5,1975-07-08 12:10:00,1975-07-08,1.39,0.44,0.09,0.88,NA,0.02,5.39,6.5,0.05,0.56,0.003,NA,7.3,NA,21,15.6,0,"L",TRUE,0
"11861",5,1975-07-14 08:45:00,1975-07-14,1.36,0.29,0.09,0.57,NA,0.02,4.84,6.7,0.46,0.42,0.003,NA,3.9,NA,21.6,15.1,14.94,"L",TRUE,0
"11862",5,1975-07-21 08:35:00,1975-07-21,1.3,0.28,0.06,0.7,NA,0.02,4.9,6.1,0.29,0.46,0.004,NA,4.3,NA,22.3,16.7,6.97,"F",TRUE,0
"11863",5,1975-07-29 09:00:00,1975-07-29,1.32,0.27,0.04,0.76,NA,0.01,4.91,6.7,0.13,0.48,0.002,NA,4.6,NA,21.5,14.5,0.72,"L",TRUE,0
"11864",5,1975-08-04 09:45:00,1975-08-04,1.38,0.29,0.07,0.85,NA,0.01,4.89,7,0.41,0.48,0.002,NA,5,NA,23,17.1,0.41,"L",TRUE,0
"11865",5,1975-08-12 09:00:00,1975-08-12,1.38,0.31,0.06,0.96,NA,0.01,5,6.8,0.14,0.48,0.002,NA,5.5,NA,21.9,15.6,0.03,"L",TRUE,0
"11866",5,1975-08-26 10:45:00,1975-08-26,1.36,0.32,0.12,0.98,NA,0.01,4.9,6.9,0.39,0.49,0.003,NA,5.3,NA,23.4,13.6,0.46,"L",TRUE,0
"11867",5,1975-09-02 13:15:00,1975-09-02,1.27,0.3,0.05,0.93,NA,0.01,4.99,6.6,0.05,0.48,0.003,NA,5,NA,21.6,11.9,0.29,"L",TRUE,0
"11868",5,1975-09-09 09:25:00,1975-09-09,1.35,0.31,0.02,0.92,NA,0.01,4.91,6.7,0.12,0.36,0.002,NA,5,NA,21.2,12,1.31,"L",TRUE,0
"11869",5,1975-09-16 09:50:00,1975-09-16,1.32,0.31,0.04,0.9,NA,0.01,4.99,6.9,0.02,0.35,0.002,NA,5.2,NA,20.6,9.1,0.45,"L",TRUE,0
"11870",5,1975-09-21 09:00:00,1975-09-21,1.51,0.35,0.08,0.62,NA,0.01,4.95,6.9,0.25,0.34,0.001,NA,5.2,NA,22.3,12.1,8.13,"L",TRUE,0
"11871",5,1975-10-01 11:45:00,1975-10-01,1.43,0.31,0.15,0.69,NA,0.01,4.94,6.7,0.02,0.35,0.003,NA,4.3,NA,19.9,12.4,3.68,"L",TRUE,0
"11872",5,1975-10-06 09:45:00,1975-10-06,1.44,0.33,0.12,0.75,NA,0.01,5.29,6.9,0.01,0.35,0.003,NA,4.6,NA,21.1,9.6,2.23,"L",TRUE,0
"11873",5,1975-10-14 09:15:00,1975-10-14,1.48,0.36,0.25,0.7,NA,0.01,5.01,6.8,0.1,0.43,0.002,NA,4.5,NA,21.1,9.4,6.54,"L",TRUE,0
"11874",5,1975-10-22 08:40:00,1975-10-22,1.54,0.31,0.15,0.61,NA,0.01,5,6.3,0.8,0.46,0.002,NA,4.3,NA,20.9,9.3,12.82,"L",TRUE,0
"11875",5,1975-10-29 11:35:00,1975-10-29,1.54,0.32,0.15,0.74,NA,0.01,4.91,6.7,0.78,0.46,0.002,NA,4.6,NA,21.4,9.4,5.11,"L",TRUE,0
"11876",5,1975-11-04 09:55:00,1975-11-04,1.4,0.31,0.15,0.8,NA,0.02,5.05,6.6,1.08,0.49,0.003,NA,4.5,NA,21.1,9.2,9.61,"L",TRUE,0
"11877",5,1975-11-10 13:50:00,1975-11-10,1.35,0.32,0.14,0.83,NA,0.02,5.03,6.2,1.08,0.49,0.004,NA,4.7,NA,21.8,8.5,7.11,"L",TRUE,0
"11878",5,1975-11-18 09:55:00,1975-11-18,1.45,0.31,0.14,0.77,NA,0.02,4.97,6.5,1.72,0.49,0.004,NA,4.6,NA,22.7,6.4,7.06,"L",TRUE,0
"11879",5,1975-11-23 14:50:00,1975-11-23,1.45,0.31,0.14,0.75,NA,0.02,5,5.6,1.87,0.47,0.005,NA,4.5,NA,22.6,4,14.67,"L",TRUE,0
"11880",5,1975-12-01 11:00:00,1975-12-01,1.52,0.32,0.14,0.77,NA,0.02,5.01,5.5,2.1,0.44,0.004,NA,4.3,NA,21.7,3.4,17.04,"L",TRUE,0
"11881",5,1975-12-09 09:50:00,1975-12-09,1.62,0.35,0.11,0.81,NA,0.02,5.08,5.9,2.06,0.48,0.002,NA,4.4,NA,22.4,0.2,3.24,"L",TRUE,0
"11882",5,1975-12-16 10:10:00,1975-12-16,1.58,0.33,0.12,0.76,NA,0.02,5.02,6.2,2.08,0.45,0.003,NA,4.6,NA,22.7,0.1,7.29,"L",TRUE,0
"11883",5,1975-12-21 11:25:00,1975-12-21,1.34,0.29,0.1,0.71,NA,0.02,5.06,4.6,1.92,0.42,0.002,NA,4,NA,23.5,0.1,2.02,"L",TRUE,0
"11884",5,1975-12-30 14:50:00,1975-12-30,1.58,0.36,0.13,0.85,NA,0.02,5.09,5.6,2.32,0.45,0.004,NA,4.7,NA,22.6,0.1,3,"L",TRUE,0
"11885",5,1976-01-02 15:25:00,1976-01-02,1.54,0.35,0.13,0.84,NA,0.02,5.07,5.5,2.25,0.45,0.003,NA,4.7,NA,22.5,1.1,2.42,"L",TRUE,0
"11886",5,1976-01-14 15:15:00,1976-01-14,1.52,0.36,0.12,0.89,NA,0.02,5.08,6.2,2.64,0.43,0.005,NA,5,NA,23,1,1.72,"L",TRUE,0
"11887",5,1976-01-21 10:35:00,1976-01-21,1.7,0.36,0.12,0.9,NA,0.02,5.07,6.1,2.64,0.42,0.003,NA,5.2,NA,21.9,0.9,1.48,"L",TRUE,0
"11888",5,1976-01-27 10:20:00,1976-01-27,1.59,0.37,0.2,0.75,NA,0.01,4.96,5.8,3.5,0.54,0.003,NA,3.8,NA,26.3,0.1,29.68,"R",TRUE,0
"11889",5,1976-02-04 13:30:00,1976-02-04,1.62,0.38,0.18,0.72,NA,0.01,4.99,6.3,4,0.43,0.003,NA,4.1,NA,27.9,0.4,7.7,"L",TRUE,0
"11890",5,1976-02-10 14:30:00,1976-02-10,1.56,0.36,0.17,0.79,NA,0.02,5,5.8,3.58,0.44,0.003,NA,4.6,NA,26.3,0.6,3.92,"L",TRUE,0
"11891",5,1976-02-18 09:45:00,1976-02-18,1.56,0.35,0.16,0.77,NA,0.02,5.09,6.2,3.42,0.45,0.002,NA,4.8,NA,26.8,0.6,3.08,"L",TRUE,0
"11892",5,1976-02-24 13:05:00,1976-02-24,1.54,0.36,0.18,0.77,NA,0.02,4.99,6.2,3.67,0.44,0.004,NA,4.3,NA,27,0.4,6.67,"L",TRUE,0
"11893",5,1976-03-03 09:35:00,1976-03-03,1.52,0.36,0.18,0.78,NA,0.01,4.97,6.1,3.82,0.41,0.001,NA,4.5,NA,27.2,0.1,6.33,"L",TRUE,0
"11894",5,1976-03-09 13:45:00,1976-03-09,1.6,0.37,0.2,0.73,NA,0.01,5.01,6.2,3.9,0.41,0.001,NA,4.4,NA,27.2,0.1,6.29,"L",TRUE,0
"11895",5,1976-03-16 10:20:00,1976-03-16,1.54,0.35,0.19,0.77,NA,0.01,5.01,5.6,3.6,0.41,0.001,NA,4.7,NA,26.4,0.3,3.59,"L",TRUE,0
"11896",5,1976-03-23 13:25:00,1976-03-23,1.65,0.37,0.22,0.67,NA,0.01,4.95,5.2,4.45,0.4,0.001,NA,4.1,NA,28.1,1,11.95,"L",TRUE,0
"11897",5,1976-03-30 09:40:00,1976-03-30,1.63,0.34,0.28,0.61,NA,0.01,4.89,5.3,5.03,0.35,0.001,NA,3.9,NA,28.9,2.1,23.88,"L",TRUE,0
"11898",5,1976-04-06 13:55:00,1976-04-06,1.5,0.31,0.26,0.6,NA,0.02,4.9,5.3,3.8,0.34,0.004,NA,3.8,NA,26.5,4.5,17.8,"L",TRUE,0
"11899",5,1976-04-14 14:15:00,1976-04-14,1.5,0.31,0.24,0.67,NA,0.02,4.94,5.3,3.23,0.37,0.003,NA,4.2,NA,25.6,6.6,6.84,"L",TRUE,0
"11900",5,1976-04-20 13:40:00,1976-04-20,1.28,0.26,0.28,0.56,NA,0.02,4.9,5.9,1.27,0.35,0.006,NA,3.6,NA,22.6,12.9,6.37,"L",TRUE,0
"11901",5,1976-04-27 08:10:00,1976-04-27,1.36,0.3,0.23,0.68,NA,0.01,4.99,6.1,2.2,0.39,0.004,NA,4.5,NA,23.6,3.4,6.75,"L",TRUE,0
"11902",5,1976-05-04 09:20:00,1976-05-04,1.32,0.3,0.27,0.61,NA,0.02,4.91,6.2,2.4,0.36,0.003,NA,3.9,NA,24.5,5.4,16.37,"L",TRUE,0
"11903",5,1976-05-11 13:30:00,1976-05-11,1.36,0.27,0.26,0.68,NA,0.02,4.97,6.2,1.8,0.39,0.005,NA,4.3,NA,23.7,12.5,5.49,"L",TRUE,0
"11904",5,1976-05-19 09:15:00,1976-05-19,1.27,0.29,0.23,0.58,NA,0.02,4.99,5.4,1.46,0.38,0.003,NA,4,NA,23.9,9.4,28.13,"L",TRUE,0
"11905",5,1976-05-23 11:10:00,1976-05-23,1.35,0.29,0.19,0.62,NA,0.02,5.02,5.8,1.66,0.38,0.003,NA,4,NA,23.6,7.3,11.64,"L",TRUE,0
"11906",5,1976-06-01 14:45:00,1976-06-01,1.27,0.28,0.13,0.71,NA,0.02,5.01,5.7,0.9,0.41,0.004,NA,4.2,NA,22.2,12,4.18,"L",TRUE,0
"11907",5,1976-06-08 13:00:00,1976-06-08,1.22,0.28,0.09,0.82,NA,0.01,5.01,6.7,0.28,0.44,0.003,NA,4.5,NA,21.1,13.7,0.95,"L",TRUE,0
"11908",5,1976-06-14 12:55:00,1976-06-14,1.22,0.29,0.09,0.86,NA,0.01,5,6.4,0.12,0.46,0.004,NA,4.6,NA,21.9,12.2,0.34,"L",TRUE,0
"11909",5,1976-06-21 10:35:00,1976-06-21,1.2,0.29,0.08,0.84,NA,0.01,5.01,6.1,0.16,0.46,0.003,NA,4.5,NA,21.3,15.5,1.46,"L",TRUE,0
"11910",5,1976-06-28 10:00:00,1976-06-28,1.23,0.29,0.05,0.77,NA,0.01,5.04,5.8,0.25,0.43,0.004,NA,4.8,NA,27.4,14.6,1.17,"L",TRUE,0
"11911",5,1976-07-06 13:30:00,1976-07-06,1.3,0.28,0.05,0.78,NA,0.02,4.99,6.9,0.21,0.44,0.004,NA,5,NA,22.5,15.4,0.27,"L",TRUE,0
"11912",5,1976-07-12 10:45:00,1976-07-12,1.21,0.28,0.06,0.82,NA,0.01,5.01,6.9,0.4,0.44,0.003,NA,4.8,NA,22.6,15.6,1.53,"L",TRUE,0
"11913",5,1976-07-19 13:20:00,1976-07-19,1.26,0.3,0.05,0.84,NA,0.01,5.11,6.7,0.15,0.44,0.003,NA,5.3,NA,20.2,14.3,0.02,"L",TRUE,0
"11914",5,1976-07-26 11:30:00,1976-07-26,1.19,0.29,0.05,0.87,NA,0.01,5.08,6,0.25,0.39,0.003,NA,5.2,NA,23.5,13,0.06,"L",TRUE,0
"11915",5,1976-08-02 14:00:00,1976-08-02,1.19,0.29,0.05,0.77,NA,0.005,5.06,6,0.35,0.34,5e-04,NA,4.9,NA,22.1,13,2.56,"L",TRUE,0
"11916",5,1976-08-09 10:50:00,1976-08-09,1.18,0.28,0.1,0.78,NA,0.005,5.02,6.2,0.38,0.32,0.001,NA,4.8,NA,21.6,13.6,9.34,"R",TRUE,0
"11917",5,1976-08-17 10:20:00,1976-08-17,1.28,0.48,0.06,0.68,NA,0.005,5.01,6.1,0.34,0.31,0.001,NA,4.6,NA,23.6,13.4,4.08,"L",TRUE,0
"11918",5,1976-08-23 09:10:00,1976-08-23,1.28,0.29,0.05,0.78,NA,0.02,5.01,6.2,0.2,0.37,0.001,NA,5.3,NA,22.4,16.2,0.19,"L",TRUE,0
"11919",5,1976-08-30 10:30:00,1976-08-30,1.22,0.3,0.06,0.83,NA,0.005,5.03,6,0.2,0.37,0.001,NA,5.3,NA,NA,12.5,0.9,"L",TRUE,0
"11920",5,1976-09-07 13:25:00,1976-09-07,1.2,0.3,0.04,0.84,NA,0.005,5.08,5.7,0.11,0.37,0.004,NA,4.9,NA,NA,11.3,0.32,"L",TRUE,0
"11921",5,1976-09-13 10:00:00,1976-09-13,1.28,0.31,0.05,0.77,NA,0.005,5.01,6.7,0.3,0.36,0.002,NA,4.5,NA,18.2,11.7,2.02,"L",TRUE,0
"11922",5,1976-09-19 09:55:00,1976-09-19,1.24,0.31,0.03,0.81,NA,0.02,5.04,5.9,0.19,0.37,0.002,NA,4.8,NA,21.7,13.5,2.51,"L",TRUE,0
"11923",5,1976-09-27 08:30:00,1976-09-27,1.48,0.33,0.26,0.63,NA,0.01,4.91,7.7,1.24,0.4,5e-04,NA,4.3,NA,20,11,42.28,"F",TRUE,0
"11924",5,1976-10-04 11:40:00,1976-10-04,1.26,0.32,0.09,0.79,NA,0.01,5.1,6.7,0.16,0.35,0.002,NA,4.8,NA,21.4,10.4,1.7,"L",TRUE,0
"11925",5,1976-10-12 09:45:00,1976-10-12,1.33,0.31,0.24,0.67,NA,0.01,5.04,5.8,0.33,0.39,0.001,NA,4.5,NA,23,7.4,7.42,"L",TRUE,0
"11926",5,1976-10-18 09:30:00,1976-10-18,1.32,0.34,0.18,0.76,NA,0.01,5.1,5.8,0.52,0.39,5e-04,NA,4.7,NA,22.6,5,4.83,"L",TRUE,0
"11927",5,1976-10-26 10:05:00,1976-10-26,1.38,0.3,0.19,0.64,NA,0.01,5.01,5.5,1.2,0.38,5e-04,NA,4.5,NA,23.9,5,23.07,"L",TRUE,0
"11928",5,1976-11-02 13:25:00,1976-11-02,1.38,0.3,0.13,0.67,NA,0.01,5.01,5.7,1.43,0.39,0.001,NA,4.5,NA,24.4,2.6,8.67,"L",TRUE,0
"11929",5,1976-11-08 15:15:00,1976-11-08,1.39,0.3,0.15,0.67,NA,0.01,5,5.5,1.71,0.77,5e-04,NA,5.1,NA,24.6,2.1,9.08,"L",TRUE,0
"11930",5,1976-11-16 09:45:00,1976-11-16,1.36,0.3,0.12,0.79,NA,0.005,5.04,5.6,1.7,0.4,5e-04,NA,5.6,NA,23.8,2.1,3.89,"L",TRUE,0
"11931",5,1976-11-21 11:05:00,1976-11-21,1.45,0.32,0.11,0.82,NA,0.02,5.09,5.8,1.55,0.5,5e-04,NA,6,NA,24.7,0.2,2.97,"L",TRUE,0
"11932",5,1976-11-30 10:05:00,1976-11-30,1.47,0.34,0.1,0.79,NA,0.005,5.1,5.9,1.95,0.51,5e-04,NA,5.2,NA,24.2,0.1,3.27,"L",TRUE,0
"11933",5,1976-12-07 10:10:00,1976-12-07,1.49,0.34,0.18,0.79,NA,0.01,5,6,3.2,0.49,0.003,NA,5.8,NA,25.8,0.1,5.64,"R",TRUE,0
"11934",5,1976-12-14 12:00:00,1976-12-14,1.43,0.34,0.12,0.75,NA,0.01,NA,5.6,2.28,0.48,0.002,NA,1.8,NA,NA,NA,3.08,"L",TRUE,0
"11935",5,1976-12-19 11:30:00,1976-12-19,1.41,0.33,0.09,0.83,NA,0.01,5.08,5.6,2.75,0.42,5e-04,NA,2.1,NA,24.8,0.4,2.42,"L",TRUE,0
"11936",5,1976-12-28 15:40:00,1976-12-28,0.88,0.38,0.12,0.87,NA,0.005,5.1,4.9,2.01,0.7,0.002,NA,2.3,NA,24.6,0.1,1.64,"L",TRUE,0
"11937",5,1977-01-04 13:55:00,1977-01-04,1.44,0.35,0.12,0.87,NA,0.02,5.1,5.3,2.22,0.49,5e-04,NA,5.3,NA,24.8,1,1.29,"L",TRUE,0
"11938",5,1977-01-12 13:15:00,1977-01-12,1.28,0.36,0.11,0.87,NA,0.005,5.22,5.3,2.17,0.58,0.001,NA,5.3,NA,24.4,1,1.26,"L",TRUE,0
