"","ws","datetime","date","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","DIC","SiO2","ANC","sp.cond","temp","Q","hydro.limb","canonical","note"
"152",1,1967-08-28 12:55:00,1967-08-28,1.67,0.34,0.09,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,14.5,3.92,"L",TRUE,0
"153",1,1967-09-05 13:00:00,1967-09-05,1.67,0.34,0.02,0.9,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,27.8,12,0.25,"L",TRUE,0
"154",1,1967-09-11 11:30:00,1967-09-11,1.6,0.38,0.03,0.97,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,26.4,10,0.4,"L",TRUE,0
"155",1,1967-09-25 12:30:00,1967-09-25,1.62,0.46,0.08,1.45,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,21.9,8,0.06,"L",TRUE,0
"156",1,1967-10-02 11:15:00,1967-10-02,1.76,0.38,0.09,0.72,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,28.6,10,2.46,"L",TRUE,0
"157",1,1967-10-09 13:30:00,1967-10-09,1.7,0.39,0.13,0.88,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,27,NA,0.62,"L",TRUE,0
"158",1,1967-10-16 12:02:00,1967-10-16,1.8,0.39,0.11,0.78,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,28.6,8.5,2.1,"L",TRUE,0
"159",1,1967-10-23 11:10:00,1967-10-23,1.71,0.42,0.23,0.82,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,29.1,8,2.79,"L",TRUE,0
"160",1,1967-10-30 12:25:00,1967-10-30,1.78,0.42,0.24,0.85,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,27,7,2.66,"L",TRUE,0
"161",1,1967-11-06 11:15:00,1967-11-06,1.83,0.43,0.19,0.84,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,28.5,6,4.68,"L",TRUE,0
"162",1,1967-11-13 11:30:00,1967-11-13,1.75,0.44,0.15,0.87,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,28.1,6,3.44,"L",TRUE,0
"163",1,1967-11-21 12:00:00,1967-11-21,1.75,0.44,0.15,0.93,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,29,3,1.51,"L",TRUE,0
"164",1,1967-11-28 11:15:00,1967-11-28,1.88,0.45,0.15,0.86,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,28.8,2.5,2.33,"L",TRUE,0
"165",1,1967-12-04 12:25:00,1967-12-04,1.75,0.44,0.17,0.86,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,27.7,1.5,3.16,"L",TRUE,0
"166",1,1967-12-19 11:45:00,1967-12-19,1.8,0.43,0.2,0.82,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,28.6,3,2.56,"L",TRUE,0
"167",1,1968-01-03 12:45:00,1968-01-03,1.64,0.45,0.15,0.95,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,25.3,1,1.05,"L",TRUE,0
"168",1,1968-01-15 12:15:00,1968-01-15,1.7,0.46,0.17,1.01,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,27.6,0.5,0.72,"L",TRUE,0
"169",1,1968-01-30 12:00:00,1968-01-30,1.66,0.44,0.16,1.03,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,28.1,1,0.54,"L",TRUE,0
"170",1,1968-02-12 11:40:00,1968-02-12,1.68,0.47,0.2,0.97,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,26.6,0.5,1.37,"L",TRUE,0
"171",1,1968-02-27 12:50:00,1968-02-27,1.66,0.51,0.19,0.99,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,26.1,0.5,0.77,"L",TRUE,0
"172",1,1968-03-12 12:45:00,1968-03-12,1.62,0.39,0.2,1.04,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,29.4,1,0.88,"L",TRUE,0
"173",1,1968-03-26 12:10:00,1968-03-26,1.8,0.47,0.31,0.83,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,30.5,2.5,6.12,"L",TRUE,0
"174",1,1968-04-02 10:55:00,1968-04-02,1.73,0.45,0.46,0.79,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,31.8,2,11.23,"L",TRUE,0
"175",1,1968-04-08 13:15:00,1968-04-08,1.55,0.44,0.38,0.8,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,28.6,4.5,4.79,"L",TRUE,0
"176",1,1968-04-15 11:30:00,1968-04-15,1.6,0.45,0.36,0.81,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,29.8,6.5,2.63,"L",TRUE,0
"177",1,1968-04-23 10:40:00,1968-04-23,1.56,0.42,0.35,0.9,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,27.7,9,1.85,"L",TRUE,0
"178",1,1968-05-01 11:15:00,1968-05-01,1.55,0.44,0.46,0.85,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,28.8,8.5,3.02,"L",TRUE,0
"179",1,1968-05-07 12:00:00,1968-05-07,1.43,0.45,0.4,0.96,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,28,6,1.62,"L",TRUE,0
"180",1,1968-05-14 10:05:00,1968-05-14,1.51,0.41,0.36,0.96,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,24.3,9.5,1.93,"L",TRUE,0
"181",1,1968-05-21 10:05:00,1968-05-21,1.57,0.42,0.39,0.81,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,27.2,7.5,12.95,"L",TRUE,0
"182",1,1968-05-28 09:22:00,1968-05-28,1.42,0.42,0.21,0.93,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26.9,8,1.75,"L",TRUE,0
"183",1,1968-06-03 10:00:00,1968-06-03,1.38,0.39,0.27,0.75,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,25.1,9.5,8.32,"L",TRUE,0
"184",1,1968-06-11 09:50:00,1968-06-11,1.48,0.39,0.15,0.83,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,25.9,9.5,3.99,"L",TRUE,0
"185",1,1968-06-18 10:05:00,1968-06-18,1.42,0.39,0.13,0.82,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,24.1,11,5.04,"L",TRUE,0
"186",1,1968-06-25 10:10:00,1968-06-25,1.11,0.38,0.09,0.78,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,25.5,12,2.51,"L",TRUE,0
"187",1,1968-07-02 12:00:00,1968-07-02,1.31,0.38,0.08,0.83,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,26.3,14,2.66,"L",TRUE,0
"188",1,1968-07-09 12:30:00,1968-07-09,1.37,0.34,0.04,0.86,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,26.3,14,0.48,"L",TRUE,0
"189",1,1968-07-15 12:00:00,1968-07-15,1.35,0.38,0.05,0.92,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,25.5,NA,0.16,"L",TRUE,0
"190",1,1968-07-22 12:00:00,1968-07-22,1.65,0.4,0.1,0.96,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,24.7,NA,0.11,"L",TRUE,0
"191",1,1968-07-29 16:55:00,1968-07-29,1.66,0.42,0.06,1.09,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,26.8,13.5,0.03,"L",TRUE,0
"192",1,1968-08-05 12:00:00,1968-08-05,1.67,0.49,0.16,1.33,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,27.7,NA,0,"L",TRUE,0
"193",1,1968-08-13 13:40:00,1968-08-13,1.65,0.5,0.15,1.45,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,26.3,14.2,0.03,"L",TRUE,0
"194",1,1968-08-19 17:20:00,1968-08-19,1.61,0.52,0.17,1.64,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,27.1,NA,0,"L",TRUE,0
"195",1,1968-08-26 11:13:00,1968-08-26,1.43,0.49,0.08,1.92,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,25.9,14,0,"L",TRUE,0
"196",1,1968-09-17 09:25:00,1968-09-17,1.54,0.5,0.15,1.62,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,25.7,12.5,0.01,"L",TRUE,0
"197",1,1968-10-14 10:50:00,1968-10-14,1.21,0.5,0.2,2.12,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,25.8,9,0.01,"L",TRUE,5
"198",1,1968-10-28 12:00:00,1968-10-28,1.45,0.53,0.52,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,0.14,"L",TRUE,0
"199",1,1968-11-14 11:40:00,1968-11-14,1.25,0.51,0.5,1.49,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,26.9,3.5,0.22,"L",TRUE,0
"200",1,1968-11-25 12:15:00,1968-11-25,1.72,0.52,0.39,1.18,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,25.8,NA,0.92,"L",TRUE,0
"201",1,1968-12-09 12:15:00,1968-12-09,1.94,0.45,0.3,0.87,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,29.3,NA,1.53,"L",TRUE,0
"202",1,1968-12-30 12:15:00,1968-12-30,1.83,0.42,0.2,0.89,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,28.3,NA,0.99,"L",TRUE,0
"203",1,1969-01-13 13:00:00,1969-01-13,1.75,0.42,0.2,1,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,27.1,NA,0.77,"L",TRUE,0
"204",1,1969-01-28 14:45:00,1969-01-28,1.9,0.44,0.19,0.96,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,29.2,NA,1.95,"L",TRUE,0
"205",1,1969-02-11 12:15:00,1969-02-11,1.81,0.43,0.2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,27.3,NA,2,"L",TRUE,0
"206",1,1969-02-24 11:00:00,1969-02-24,1.85,0.43,0.19,1,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,27.4,2,2.35,"L",TRUE,0
"207",1,1969-03-05 11:10:00,1969-03-05,1.7,0.43,0.17,0.97,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,27.1,NA,2.15,"L",TRUE,0
"208",1,1969-03-19 12:10:00,1969-03-19,1.8,0.47,0.19,0.97,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.68,"L",TRUE,0
"209",1,1969-04-11 15:40:00,1969-04-11,1.7,0.4,0.5,0.67,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,26.8,NA,38.63,"L",TRUE,0
"210",1,1969-04-25 10:35:00,1969-04-25,1.63,0.37,0.32,0.63,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,25.9,5.2,8.98,"L",TRUE,0
"211",1,1969-05-06 10:30:00,1969-05-06,1.65,0.37,0.38,0.7,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,26.3,5.8,2.86,"L",TRUE,0
"212",1,1969-05-13 09:45:00,1969-05-13,1.6,0.35,0.3,0.64,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,25,5.2,5.08,"L",TRUE,0
"213",1,1969-05-23 12:50:00,1969-05-23,1.63,0.35,0.2,1.32,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,"L",TRUE,0
"214",1,1969-05-30 10:55:00,1969-05-30,1.59,0.36,0.2,0.87,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,25.1,NA,1.46,"L",TRUE,0
"215",1,1969-06-10 10:35:00,1969-06-10,1.66,0.36,0.04,0.91,NA,NA,4.87,NA,NA,NA,NA,NA,NA,NA,25,11.1,0.01,"L",TRUE,0
"216",1,1969-06-16 10:55:00,1969-06-16,1.53,0.32,0.11,0.82,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,22.4,13.7,1.09,"L",TRUE,0
"217",1,1969-06-24 14:15:00,1969-06-24,1.41,0.33,0.12,0.8,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,23.5,11,1.89,"L",TRUE,0
"218",1,1969-07-01 13:50:00,1969-07-01,1.71,0.33,0.12,0.79,NA,NA,4.86,NA,NA,NA,NA,NA,NA,NA,26.4,14.8,0.11,"L",TRUE,0
"219",1,1969-07-15 18:05:00,1969-07-15,1.53,0.34,0.03,0.93,NA,NA,4.96,NA,NA,NA,NA,NA,NA,NA,24.3,14.2,0.14,"L",TRUE,0
"220",1,1969-07-28 10:40:00,1969-07-28,1.68,0.42,0.35,1.05,NA,NA,4.88,NA,NA,NA,NA,NA,NA,NA,27.6,13.2,1.79,"L",TRUE,0
"221",1,1969-08-04 08:30:00,1969-08-04,1.85,0.32,0.11,0.67,NA,NA,4.82,NA,NA,NA,NA,NA,NA,NA,25.7,15.2,2.28,"L",TRUE,0
"222",1,1969-08-11 14:25:00,1969-08-11,1.7,0.35,0.07,0.7,NA,NA,4.62,NA,NA,NA,NA,NA,NA,NA,25.3,15,1.7,"L",TRUE,0
"223",1,1969-08-19 10:55:00,1969-08-19,1.66,0.34,0.08,0.8,NA,NA,4.74,NA,NA,NA,NA,NA,NA,NA,25,16.8,1.83,"L",TRUE,0
"224",1,1969-08-25 09:30:00,1969-08-25,1.76,0.35,0.04,0.8,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,24.8,15.4,0.43,"L",TRUE,0
"225",1,1969-09-11 12:00:00,1969-09-11,1.7,0.37,0.1,0.97,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,24.9,11.4,0.3,"L",TRUE,0
"226",1,1969-09-15 12:00:00,1969-09-15,1.69,0.37,0.05,1.04,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,23.4,13.8,0.16,"L",TRUE,0
"227",1,1969-09-23 11:00:00,1969-09-23,1.67,0.4,0.03,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,11.4,0.09,"L",TRUE,0
"228",1,1969-09-30 10:45:00,1969-09-30,1.6,0.44,0.04,1.14,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,24.8,9,0.08,"L",TRUE,0
"229",1,1969-10-06 13:55:00,1969-10-06,1.88,0.41,0.11,1.06,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,25.3,10,0.21,"L",TRUE,0
"230",1,1969-10-13 16:00:00,1969-10-13,1.56,0.42,0.11,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,10.5,0.16,"L",TRUE,0
"231",1,1969-10-21 13:20:00,1969-10-21,1.43,0.46,0.7,1.19,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,26.1,8,0.5,"L",TRUE,0
"232",1,1969-10-27 10:30:00,1969-10-27,1.78,0.46,0.44,1.02,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,23.3,5.5,1.26,"L",TRUE,0
"233",1,1969-11-03 14:00:00,1969-11-03,1.82,0.46,0.36,1.06,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,25,7.5,0.85,"L",TRUE,0
"234",1,1969-11-11 12:50:00,1969-11-11,2.33,0.48,0.3,0.87,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,33.8,8,4.21,"L",TRUE,0
"235",1,1969-11-18 11:30:00,1969-11-18,2.28,0.49,0.22,0.92,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,34.5,4,2.17,"L",TRUE,0
"236",1,1969-11-25 11:00:00,1969-11-25,2.41,0.51,0.28,0.9,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,37.8,1,5.22,"L",TRUE,0
"237",1,1969-12-01 15:20:00,1969-12-01,2.31,0.48,0.22,0.93,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,31.5,1,1.53,"L",TRUE,0
"238",1,1969-12-08 14:50:00,1969-12-08,2.21,0.47,0.2,0.98,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,30.6,NA,0.92,"L",TRUE,0
"239",1,1969-12-16 13:20:00,1969-12-16,2.4,0.48,0.2,1.02,NA,NA,4.33,NA,NA,NA,NA,NA,NA,NA,36.4,NA,2.73,"L",TRUE,0
"240",1,1969-12-22 11:00:00,1969-12-22,2.29,0.49,0.18,0.89,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,32.5,NA,1.27,"L",TRUE,0
"241",1,1970-01-06 11:50:00,1970-01-06,2.27,0.48,0.24,0.91,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,32.7,1,1.03,"L",TRUE,0
"242",1,1970-01-13 14:55:00,1970-01-13,2.33,0.5,0.25,0.98,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,33.5,NA,0.88,"L",TRUE,0
"243",1,1970-01-20 10:35:00,1970-01-20,2.27,0.5,0.22,0.99,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,33.3,NA,0.67,"L",TRUE,0
"244",1,1970-02-05 10:45:00,1970-02-05,2.38,0.51,0.34,0.84,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,37.2,NA,5.11,"L",TRUE,0
"245",1,1970-02-10 09:50:00,1970-02-10,2.3,0.51,0.33,0.86,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,34.5,1,2.02,"L",TRUE,0
"246",1,1970-02-17 15:30:00,1970-02-17,2.25,0.49,0.27,0.87,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,36.6,0.5,1.97,"L",TRUE,0
"247",1,1970-02-24 10:55:00,1970-02-24,2.23,0.5,0.29,0.95,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,34.4,1,1.12,"L",TRUE,0
"248",1,1970-03-02 10:15:00,1970-03-02,2.2,0.49,0.28,0.89,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,31.9,1,0.8,"L",TRUE,0
"249",1,1970-03-10 10:30:00,1970-03-10,2.18,0.48,0.23,0.94,NA,NA,4.84,NA,NA,NA,NA,NA,NA,NA,33.9,1,0.69,"L",TRUE,0
"250",1,1970-03-18 10:45:00,1970-03-18,2.16,0.5,0.25,0.97,NA,NA,4.89,NA,NA,NA,NA,NA,NA,NA,32.9,1.5,0.63,"L",TRUE,0
"251",1,1970-03-24 13:20:00,1970-03-24,2.18,0.49,0.26,0.94,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,32.8,0.5,1.42,"L",TRUE,0
"252",1,1970-03-31 11:30:00,1970-03-31,2.25,0.53,0.27,0.94,NA,NA,4.87,NA,NA,NA,NA,NA,NA,NA,32.2,1.5,2.26,"L",TRUE,0
"253",1,1970-04-07 11:20:00,1970-04-07,2.3,0.51,0.32,0.84,NA,NA,4.83,NA,NA,NA,NA,NA,NA,NA,37.7,1,3.1,"L",TRUE,0
"254",1,1970-04-14 11:35:00,1970-04-14,2.27,0.48,0.31,0.78,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,34.8,2,11.35,"R",TRUE,0
"255",1,1970-04-28 10:35:00,1970-04-28,2.24,0.45,0.41,0.68,NA,0.05,4.66,5.4,6.5,0.39,NA,NA,NA,NA,33.8,8,7.7,"L",TRUE,0
"256",1,1970-05-04 14:20:00,1970-05-04,2.18,0.43,0.39,0.77,NA,NA,4.84,NA,NA,NA,NA,NA,NA,NA,33.7,10.5,3.59,"L",TRUE,0
"257",1,1970-05-05 12:00:00,1970-05-05,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,"L",FALSE,0
"258",1,1970-05-06 12:00:00,1970-05-06,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,"L",FALSE,0
"259",1,1970-05-08 12:00:00,1970-05-08,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,"L",FALSE,0
"260",1,1970-05-11 12:55:00,1970-05-11,2.12,0.44,0.36,0.84,NA,0.05,4.82,5.7,4.48,0.44,NA,NA,NA,NA,34.4,13,2.06,"L",TRUE,0
"261",1,1970-05-13 12:00:00,1970-05-13,2.19,0.46,0.37,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,"L",TRUE,0
"262",1,1970-05-14 12:00:00,1970-05-14,1.99,0.43,0.33,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,"L",TRUE,0
"263",1,1970-05-15 12:00:00,1970-05-15,2.04,0.44,0.3,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,"L",TRUE,0
"264",1,1970-05-18 13:10:00,1970-05-18,2.11,0.44,0.38,0.77,NA,NA,4.77,NA,NA,NA,NA,NA,NA,NA,30.7,8.5,10.15,"L",TRUE,0
"265",1,1970-05-19 12:00:00,1970-05-19,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,"L",TRUE,0
"266",1,1970-05-20 12:00:00,1970-05-20,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,"L",TRUE,0
"267",1,1970-05-21 12:00:00,1970-05-21,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,"L",TRUE,0
"268",1,1970-05-22 12:00:00,1970-05-22,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,"L",TRUE,0
"269",1,1970-05-25 10:45:00,1970-05-25,NA,NA,0.17,NA,NA,0.02,4.98,6,2.83,0.48,NA,NA,NA,NA,31,7.5,1.72,"L",TRUE,0
"270",1,1970-06-01 12:00:00,1970-06-01,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,"L",TRUE,0
"271",1,1970-06-02 10:35:00,1970-06-02,1.87,0.4,0.11,0.97,NA,0.02,4.84,6.2,1.02,0.5,NA,NA,4.65,NA,29.1,14,0.51,"L",TRUE,0
"272",1,1970-06-03 12:00:00,1970-06-03,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,"L",TRUE,0
"273",1,1970-06-04 12:00:00,1970-06-04,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,"L",TRUE,0
"274",1,1970-06-05 12:00:00,1970-06-05,NA,NA,0.15,NA,NA,0.04,NA,7.5,0.04,0.61,NA,NA,NA,NA,NA,NA,0.4,"L",TRUE,0
"275",1,1970-06-08 14:50:00,1970-06-08,1.69,0.38,0.1,0.94,NA,0.1,4.73,7.4,0.46,NA,NA,NA,NA,NA,26.4,11.5,0.35,"L",TRUE,0
"276",1,1970-06-09 12:00:00,1970-06-09,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,"L",TRUE,0
"277",1,1970-06-10 12:00:00,1970-06-10,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"L",TRUE,0
"278",1,1970-06-11 12:00:00,1970-06-11,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,"L",TRUE,0
"279",1,1970-06-12 12:00:00,1970-06-12,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,"L",TRUE,0
"280",1,1970-06-16 10:30:00,1970-06-16,1.76,0.42,0.08,1.11,NA,0.09,4.84,7.6,0.45,0.68,NA,NA,4.95,NA,31.1,12,0.05,"L",TRUE,0
"281",1,1970-06-22 11:45:00,1970-06-22,1.72,0.45,0.11,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,12.5,0.05,"L",TRUE,0
"282",1,1970-06-29 12:05:00,1970-06-29,1.59,0.37,0.05,0.95,NA,0.04,4.81,7.5,0.09,0.62,NA,NA,4.6,NA,25.9,11,0.11,"L",TRUE,0
"283",1,1970-06-30 12:00:00,1970-06-30,1.6,0.38,0.08,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,"L",TRUE,0
"284",1,1970-07-01 12:00:00,1970-07-01,1.62,0.36,0.07,0.88,NA,0.05,NA,7.4,0.1,NA,NA,NA,NA,NA,NA,NA,0.68,"L",TRUE,0
"285",1,1970-07-06 10:35:00,1970-07-06,1.69,0.37,0.05,0.83,NA,NA,4.79,NA,NA,NA,NA,NA,NA,NA,25.5,13.2,0.44,"L",TRUE,0
"286",1,1970-07-08 12:00:00,1970-07-08,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,"L",TRUE,0
"287",1,1970-07-09 12:00:00,1970-07-09,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,"L",TRUE,0
"288",1,1970-07-10 12:00:00,1970-07-10,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,"L",TRUE,0
"289",1,1970-07-14 12:00:00,1970-07-14,NA,NA,0.01,NA,NA,0.04,NA,7.5,0.04,0.61,NA,NA,NA,NA,NA,NA,0.06,"L",TRUE,0
"290",1,1970-07-15 10:45:00,1970-07-15,1.83,0.4,0.02,0.96,NA,NA,4.8,NA,NA,NA,NA,NA,5.1,NA,26.9,14,0.07,"L",TRUE,0
"291",1,1970-07-16 12:00:00,1970-07-16,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,"L",TRUE,0
"292",1,1970-07-17 12:00:00,1970-07-17,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,"L",TRUE,0
"293",1,1970-07-21 10:30:00,1970-07-21,1.61,0.4,0.07,1.07,NA,0.05,4.86,7.9,0.19,0.58,NA,NA,6.25,NA,25.8,14.5,0.07,"L",TRUE,0
"294",1,1970-07-23 12:00:00,1970-07-23,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,0.02,"L",TRUE,0
"295",1,1970-07-24 12:00:00,1970-07-24,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0.02,"L",TRUE,0
"296",1,1970-08-03 08:00:00,1970-08-03,1.91,0.41,0.26,0.77,NA,0.005,4.85,7.7,0.68,0.55,NA,NA,4.7,NA,27.3,15.8,0.96,"L",TRUE,0
"297",1,1970-08-04 15:05:00,1970-08-04,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.28,"L",TRUE,0
"298",1,1970-08-05 15:20:00,1970-08-05,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,0.15,"L",TRUE,0
"299",1,1970-08-06 09:10:00,1970-08-06,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,0.12,"L",TRUE,0
"300",1,1970-08-07 15:20:00,1970-08-07,1.8,0.41,0.05,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,15.2,0.07,"L",TRUE,0
"301",1,1970-08-24 12:20:00,1970-08-24,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0.29,"L",TRUE,0
"302",1,1970-08-25 08:20:00,1970-08-25,1.71,0.41,0.12,0.91,NA,0.05,4.79,8.1,0.08,NA,NA,NA,5.1,NA,26.5,13.6,0.13,"L",TRUE,2
