"","date","datetime","site","precip","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","SiO2","sp.cond","note","canonical"
"1538",1997-02-03,NA,"S",NA,0.035,0.01,0.008,0.06,0.005,0.095,4.3,0.865,1.86,0.15,5e-04,0.05,NA,0,TRUE
"1539",1997-02-10,NA,"S",NA,0.025,0.01,0.01,0.075,0.005,0.04,4.87,0.445,0.355,0.11,5e-04,0.05,NA,0,TRUE
"1540",1997-02-17,NA,"S",NA,0.025,0.01,0.005,0.135,0.005,0.125,4.39,0.58,1.75,0.26,5e-04,0.05,NA,0,TRUE
"1541",1997-02-24,NA,"S",NA,0.635,0.1,0.13,0.42,0.05,0.765,3.91,5.295,5.675,0.555,0.012,0.2,NA,0,TRUE
"1542",1997-03-03,NA,"S",NA,0.1,0.02,0.02,0.12,0.005,0.235,4.04,2.51,2.255,0.235,0.004,0.1,NA,0,TRUE
"1543",1997-03-10,NA,"S",NA,0.04,0.01,0.01,0.08,0.005,0.15,4.28,1.21,1.84,0.155,0.0018,0.05,NA,0,TRUE
"1544",1997-03-17,NA,"S",NA,0.05,0.01,0.01,0.055,0.005,0.065,4.52,0.89,0.895,0.095,0.0013,0.05,NA,0,TRUE
"1545",1997-03-24,NA,"S",NA,0.21,0.03,0.025,0.135,0.013,0.62,4.02,2.485,4.835,0.225,0.0023,0.05,NA,0,TRUE
"1546",1997-04-01,NA,"S",NA,0.13,0.02,0.02,0.07,0.013,0.28,4.3,2.125,1.98,0.14,0.0028,0.075,NA,0,TRUE
"1547",1997-04-07,NA,"S",NA,0.28,0.275,0.04,0.14,0.035,0.645,4.02,3.845,3.575,0.255,0.0045,0.1,NA,0,TRUE
"1548",1997-04-14,NA,"S",NA,0.295,0.045,0.025,0.06,0.03,0.26,4.4,1.64,2.195,0.1,0.012,0.075,NA,0,TRUE
"1549",1997-04-21,NA,"S",NA,0.05,0.01,0.005,0.01,0.005,0.09,4.6,0.88,0.56,0.04,5e-04,0.05,NA,0,TRUE
"1550",1997-04-29,NA,"S",NA,0.105,0.015,0.025,0.02,0.005,0.21,4.66,1.17,0.72,0.035,0.0055,0.05,NA,0,TRUE
"1551",1997-05-05,NA,"S",NA,0.14,0.025,0.06,0.11,0.02,0.415,4.2,2.39,1.835,0.215,0.004,0.075,NA,0,TRUE
"1552",1997-05-12,NA,"S",NA,0.155,0.04,0.055,0.145,0.005,0.435,4.16,2.695,2.33,0.23,0.004,0.05,NA,0,TRUE
"1553",1997-05-20,NA,"S",NA,0.385,0.07,0.125,0.075,0.05,0.635,3.92,5.12,4.255,0.23,0.012,0.1,NA,6,TRUE
"1554",1997-05-27,NA,"S",NA,0.57,0.08,0.085,0.035,0.05,0.575,4.63,1.67,2.415,0.14,0.038,0.1,NA,2,TRUE
"1555",1997-06-02,NA,"S",NA,0.465,0.17,0.57,0.35,0.043,0.745,4.31,3.075,2.82,0.585,0.114,0.1,NA,2,TRUE
"1556",1997-06-16,NA,"S",NA,0.52,0.11,0.43,0.115,0.05,0.915,4.15,4.57,3.51,0.285,0.1285,0.1,NA,2,TRUE
"1557",1997-06-23,NA,"S",NA,0.075,0.02,0.085,0.035,0.02,0.525,4.04,3.825,3.055,0.13,0.0595,0.05,NA,0,TRUE
"1558",1997-07-07,NA,"S",NA,0.05,0.02,0.05,0.09,0.005,0.17,4.45,1.485,1.36,0.16,0.0018,0.075,NA,0,TRUE
"1559",1997-07-14,NA,"S",NA,0.07,0.01,0.125,0.015,0.005,0.255,4.15,2.935,1.525,0.09,0.004,0.05,NA,0,TRUE
"1560",1997-07-21,NA,"S",NA,0.06,0.01,0.05,0.02,0.005,0.285,4.57,1.55,0.87,0.055,0.002,0.05,NA,0,TRUE
"1561",1997-08-04,NA,"S",NA,0.53,0.05,0.1,0.08,0.02,0.39,4.44,2.08,1.89,0.26,0.014,0.1,NA,0,TRUE
"1562",1997-08-11,NA,"S",NA,NA,NA,NA,NA,NA,NA,4.14,NA,NA,NA,NA,NA,NA,6,FALSE
"1563",1997-08-18,NA,"S",NA,0.055,0.015,0.075,0.06,0.015,0.325,4.07,3.505,2.775,0.16,0.0025,0.05,NA,0,TRUE
"1564",1997-08-25,NA,"S",NA,0.015,0.008,0.01,0.02,0.008,0.08,5.06,0.22,0.21,0.045,0.0018,0.05,NA,0,TRUE
"1565",1997-08-31,NA,"S",NA,0.065,0.02,0.17,0.06,0.035,0.455,4.32,2.67,1.67,0.135,0.0125,0.05,NA,2,TRUE
"1566",1997-09-08,NA,"S",NA,0.15,0.03,0.11,0.08,0.03,0.36,4.33,2.53,1.65,0.18,0.023,0.05,NA,2,TRUE
"1567",1997-09-15,NA,"S",NA,0.03,0.02,0.03,0.115,0.013,0.145,4.46,1.635,0.825,0.22,0.003,0.05,NA,0,TRUE
"1568",1997-09-22,NA,"S",NA,0.155,0.02,0.07,0.06,0.013,0.54,4.05,3.975,3.045,0.145,0.0085,0.05,NA,0,TRUE
"1569",1997-09-30,NA,"S",NA,0.055,0.025,0.09,0.02,0.018,0.17,4.61,0.98,0.74,0.1,0.07,0.05,NA,2,TRUE
"1570",1997-10-06,NA,"S",NA,0.305,0.055,0.105,0.17,0.03,0.86,4.01,4.205,5.595,0.405,0.012,0.05,NA,0,TRUE
"1571",1997-10-20,NA,"S",NA,0.145,0.035,0.465,0.21,0.03,0.825,3.96,4.7,5.12,0.63,0.0415,0.05,NA,6,TRUE
"1572",1997-10-28,NA,"S",NA,0.115,0.03,0.26,0.07,0.05,0.13,4.64,0.87,1.5,0.12,0.0135,0.05,NA,0,TRUE
"1573",1997-11-03,NA,"S",NA,0.025,0.02,0.045,0.14,0.04,0.1,4.72,0.74,0.63,0.245,0.0065,0.05,NA,0,TRUE
"1574",1997-11-10,NA,"S",NA,0.07,0.025,0.03,0.1,0.005,0.075,4.7,0.82,0.8,0.345,0.0025,0.05,NA,0,TRUE
"1575",1997-11-17,NA,"S",NA,0.02,0.008,0.01,0.01,0.005,0.005,5.26,0.09,0.235,0.013,0.004,0.05,NA,0,TRUE
"1576",1997-11-24,NA,"S",NA,0.08,0.01,0.015,0.04,0.013,0.155,4.25,1.045,2.82,0.09,0.0025,0.05,NA,0,TRUE
"1577",1997-12-01,NA,"S",NA,0.065,0.01,0.02,0.04,0.013,0.345,4.22,1.635,2.845,0.095,0.004,0.05,NA,0,TRUE
"1578",1997-12-08,NA,"S",NA,0.07,0.01,0.025,0.035,0.025,0.22,4.05,1.97,3.72,0.07,0.0075,0.05,NA,0,TRUE
"1579",1997-12-15,NA,"S",NA,0.08,0.01,0.02,0.085,0.018,0.545,4.3,1.96,3.515,0.175,0.005,0.05,NA,0,TRUE
"1580",1997-12-29,NA,"S",NA,0.015,0.008,0.01,0.04,0.035,0.025,4.76,0.455,0.67,0.075,5e-04,0.05,NA,0,TRUE
"1581",1998-01-05,NA,"S",NA,0.05,0.03,0.02,0.225,0.04,0.15,4.38,1.68,1.975,0.415,5e-04,0.05,NA,0,TRUE
"1582",1998-01-12,NA,"S",NA,0.015,0.005,0.01,0.02,0.035,0.04,4.8,0.565,0.675,0.045,5e-04,0.05,NA,0,TRUE
"1583",1998-01-20,NA,"S",NA,0.035,0.01,0.015,0.09,0.035,0.095,4.51,0.97,1.345,0.205,0.0013,0.05,NA,0,TRUE
"1584",1998-01-26,NA,"S",NA,0.02,0.01,0.013,0.055,0.03,0.005,5.06,0.2,0.4,0.105,0.0025,0.05,NA,0,TRUE
"1585",1998-02-02,NA,"S",NA,0.12,0.03,0.025,0.32,0.025,0.33,3.99,2.145,5.595,0.59,0.008,0.1,NA,0,TRUE
"1586",1998-02-17,NA,"S",NA,0.025,0.01,0.01,0.045,0.005,0.03,4.58,0.8,1.045,0.065,0.0025,0.05,NA,0,TRUE
"1587",1998-02-23,NA,"S",NA,0.1,0.01,0.01,0.04,0.02,0.03,4.88,0.495,0.44,0.06,0.0085,0.1,NA,0,TRUE
"1588",1998-03-02,NA,"S",NA,0.07,0.01,0.02,0.02,0.005,0.04,4.64,0.65,0.96,0.05,0.004,0.05,NA,0,TRUE
"1589",1998-03-10,NA,"S",NA,0.065,0.01,0.02,0.035,0.005,0.115,4.4,0.89,1.635,0.105,5e-04,0.05,NA,0,TRUE
"1590",1998-03-16,NA,"S",NA,0.085,0.035,0.03,0.22,0.013,0.11,4.29,0.735,3.125,0.39,0.0013,0.05,NA,0,TRUE
"1591",1998-03-23,NA,"S",NA,0.03,0.01,0.01,0.04,0.005,0.055,4.67,0.665,0.71,0.055,5e-04,0.05,NA,0,TRUE
"1592",1998-04-06,NA,"S",NA,0.215,0.03,0.05,0.075,0.013,0.245,4.28,1.855,2.555,0.15,0.0105,0.075,NA,0,TRUE
"1593",1998-04-20,NA,"S",NA,0.2,0.03,0.07,0.135,0.018,0.49,4.33,2.395,2.155,0.245,0.0095,0.05,NA,0,TRUE
"1594",1998-04-27,NA,"S",NA,0.275,0.04,0.105,0.07,0.018,0.255,4.67,1.005,1.2,0.16,0.0175,0.05,NA,0,TRUE
"1595",1998-05-11,NA,"S",NA,0.085,0.04,0.12,0.145,0.013,0.185,4.72,0.885,0.88,0.31,0.024,0.075,NA,0,TRUE
"1596",1998-05-18,NA,"S",NA,0.29,0.09,0.76,0.1,0.08,1.08,4.14,4.69,2.87,0.24,0.083,0.1,NA,1,FALSE
"1597",1998-06-01,NA,"S",NA,0.26,0.055,0.165,0.04,0.03,0.895,4.12,4.585,2.725,0.13,0.032,0.1,NA,2,TRUE
"1598",1998-06-09,NA,"S",NA,0.145,0.03,0.07,0.025,0.013,0.34,4.57,1.425,1.14,0.065,0.0435,0.05,NA,0,TRUE
"1599",1998-06-15,NA,"S",NA,0.025,0.005,0.005,0.03,0.005,0.075,4.57,0.975,0.685,0.065,5e-04,0.05,NA,0,TRUE
"1600",1998-06-22,NA,"S",NA,0.018,0.005,0.018,0.02,0.013,0.19,4.41,1.725,0.985,0.07,0.0113,0.05,NA,0,TRUE
"1601",1998-06-29,NA,"S",NA,0.055,0.005,0.008,0.015,0.005,0.105,4.63,0.74,0.765,0.035,0.0013,0.05,NA,0,TRUE
"1602",1998-07-06,NA,"S",NA,0.04,0.005,0.005,0.008,0.005,0.005,4.86,0.35,0.355,0.025,0.0023,0.05,NA,0,TRUE
"1603",1998-07-13,NA,"S",NA,0.03,0.005,0.03,0.015,0.02,0.028,4.87,0.385,0.295,0.03,0.007,0.05,NA,0,TRUE
"1604",1998-07-21,NA,"S",NA,0.1,0.02,0.02,0.015,0.013,0.44,4.01,4.125,2.005,0.09,0.005,0.05,NA,0,TRUE
"1605",1998-07-27,NA,"S",NA,0.065,0.005,0.04,0.013,0.02,0.055,4.51,1.065,0.605,0.035,0.005,0.05,NA,0,TRUE
"1606",1998-08-03,NA,"S",NA,0.51,0.105,0.075,0.05,0.005,0.3,4.28,3.43,2.225,0.13,0.016,0.075,NA,6,TRUE
"1607",1998-08-10,NA,"S",NA,0.095,0.013,0.06,0.015,0.025,0.028,4.31,1.6,1.045,0.055,0.0125,0.05,NA,0,TRUE
"1608",1998-08-17,NA,"S",NA,0.035,0.005,0.035,0.05,0.005,0.11,4.42,1.335,1.125,0.075,0.003,0.05,NA,6,TRUE
"1609",1998-08-25,NA,"S",NA,0.24,0.04,0.13,0.05,0.04,0.65,3.83,5.82,4.33,0.16,0.004,0.05,NA,2,TRUE
"1610",1998-08-31,NA,"S",NA,0.07,0.013,0.045,0.018,0.005,0.275,4.33,1.94,1.42,0.075,0.0035,0.05,NA,0,TRUE
"1611",1998-09-07,NA,"S",NA,0.095,0.02,0.03,0.03,0.005,0.215,4.04,2.815,2.38,0.11,0.005,0.05,NA,0,TRUE
"1612",1998-09-14,NA,"S",NA,0.035,0.005,0.045,0.035,0.013,0.005,4.83,0.405,0.23,0.06,0.0135,0.015,NA,0,TRUE
"1613",1998-09-21,NA,"S",NA,0.23,0.03,0.05,0.025,0.02,0.7,3.98,5.15,2.375,0.06,0.0075,0.02,NA,0,TRUE
"1614",1998-09-28,NA,"S",NA,0.22,0.05,0.32,0.04,0.03,0.52,4.31,3.22,1.89,0.09,0.024,0.05,NA,0,TRUE
"1615",1998-10-05,NA,"S",NA,0.17,0.04,0.165,0.055,0.02,0.515,4.03,3.3,3.825,0.14,0.0125,0.1,NA,0,TRUE
"1616",1998-10-13,NA,"S",NA,0.02,0.005,0.008,0.03,0.005,0.013,4.66,0.605,0.72,0.065,0.003,0.05,NA,0,TRUE
"1617",1998-10-19,NA,"S",NA,0.013,0.005,0.008,0.04,0.005,0.13,4.23,1.77,1.585,0.105,0.0025,0.05,NA,0,TRUE
"1618",1998-11-02,NA,"S",NA,0.175,0.03,0.045,0.1,0.02,0.585,4.01,3.815,3.3,0.215,0.0045,0.045,NA,0,TRUE
"1619",1998-11-09,NA,"S",NA,0.25,0.04,0.095,0.045,0.005,0.765,4.44,2.58,2.575,0.085,0.006,0.12,NA,6,TRUE
"1620",1998-11-16,NA,"S",NA,0.05,0.005,0.025,0.04,0.013,0.39,4.19,1.92,2.55,0.155,0.008,0.025,NA,0,TRUE
"1621",1998-11-23,NA,"S",NA,0.11,0.02,0.045,0.095,0.02,0.49,3.96,3.26,4.91,0.265,0.004,0.05,NA,0,TRUE
"1622",1998-11-30,NA,"S",NA,0.06,0.025,0.05,0.115,0.005,0.065,4.73,0.64,0.67,0.19,0.0025,0.05,NA,0,TRUE
"1623",1998-12-07,NA,"S",NA,1.19,0.37,1.165,0.27,0.09,3.395,3.51,12.665,16.445,0.755,0.31,0.1,NA,6,TRUE
"1624",1998-12-14,NA,"S",NA,0.155,0.035,0.085,0.07,0.02,0.23,4.31,1.62,2.225,0.13,0.008,0.075,NA,0,TRUE
"1625",1998-12-21,NA,"S",NA,0.045,0.02,0.048,0.09,0.02,0.325,4.17,1.25,3.75,0.225,0.003,0.05,NA,0,TRUE
"1626",1998-12-28,NA,"S",NA,0.095,0.013,0.07,0.06,0.013,0.17,4.19,2.165,2.1,0.17,0.0175,0.05,NA,0,TRUE
"1627",1999-01-04,NA,"S",NA,0.035,0.005,0.013,0.075,0.005,0.005,4.9,0.34,0.53,0.165,0.002,0.075,NA,0,TRUE
"1628",1999-01-11,NA,"S",NA,0.03,0.005,0.023,0.06,0.005,0.013,4.53,0.59,1.21,0.11,0.0013,0.05,NA,0,TRUE
"1629",1999-01-18,NA,"S",NA,0.085,0.005,0.005,0.02,0.005,0.045,4.47,0.525,1.49,0.06,5e-04,0.05,NA,0,TRUE
"1630",1999-01-25,NA,"S",NA,0.07,0.02,0.013,0.085,0.005,0.055,4.46,1.255,0.835,0.185,0.0013,0.05,NA,0,TRUE
"1631",1999-02-01,NA,"S",NA,0.12,0.03,0.06,0.045,0.005,0.048,4.48,0.36,2.445,0.085,0.012,0.05,NA,0,TRUE
"1632",1999-02-08,NA,"S",NA,0.085,0.013,0.018,0.075,0.005,0.075,4.53,0.78,1.175,0.16,0.003,0.075,NA,0,TRUE
"1633",1999-02-16,NA,"S",NA,0.82,0.2,0.34,0.55,0.05,1.45,3.71,9.68,7.96,0.67,0.026,0.2,NA,6,TRUE
"1634",1999-02-22,NA,"S",NA,0.22,0.075,0.12,0.365,0.03,0.51,4.01,3.325,4.265,0.685,0.011,0.05,NA,0,TRUE
"1635",1999-03-02,NA,"S",NA,0.025,0.005,0.013,0.065,0.005,0.04,4.67,0.83,0.625,0.12,0.0035,0.05,NA,0,TRUE
"1636",1999-03-08,NA,"S",NA,0.065,0.07,0.045,0.5,0.005,0.1,4.54,1.21,0.99,0.935,0.0025,0.05,NA,0,TRUE
"1637",1999-03-16,NA,"S",NA,0.155,0.03,0.005,0.165,0.005,0.05,4.82,0.74,0.81,0.225,0.004,0.075,NA,0,TRUE
"1638",1999-03-23,NA,"S",NA,0.23,0.095,0.035,0.575,0.005,0.125,4.67,1.24,0.98,1.05,0.005,0.075,NA,0,TRUE
"1639",1999-03-29,NA,"S",NA,0.155,0.03,0.005,0.055,0.005,0.045,5,0.73,0.315,0.065,0.004,0.125,NA,0,TRUE
"1640",1999-04-05,NA,"S",NA,1.335,0.21,0.145,0.265,0.1,3.33,3.8,12.255,8.89,0.355,0.0225,0.35,NA,6,TRUE
"1641",1999-04-19,NA,"S",NA,0.965,0.11,0.24,0.095,0.055,0.585,3.97,3.41,6.945,0.205,0.1615,0.05,NA,6,TRUE
"1642",1999-05-10,NA,"S",NA,0.075,0.02,0.08,0.115,0.005,0.125,4.71,1.01,0.745,0.195,0.009,0.05,NA,2,TRUE
"1643",1999-05-24,NA,"S",NA,0.07,0.01,0.035,0.045,0.005,0.045,4.78,0.635,0.465,0.095,0.0095,0.05,NA,0,TRUE
"1644",1999-06-01,NA,"S",NA,0.06,0.015,0.055,0.04,0.02,0.285,4.17,2.52,2.215,0.11,0.009,0.05,NA,2,TRUE
"1645",1999-06-07,NA,"S",NA,0.18,0.04,0.12,0.075,0.035,0.775,4.09,4.05,2.8,0.18,0.024,0.05,NA,2,TRUE
"1646",1999-06-14,NA,"S",NA,0.35,0.09,0.46,0.155,0.075,0.03,4.47,1.64,1.79,0.3,0.064,0.1,NA,0,TRUE
"1647",1999-06-21,NA,"S",NA,0.005,0.01,0.035,0.055,0.005,0.13,4.58,1.025,0.88,0.09,0.0075,0.05,NA,0,TRUE
"1648",1999-06-28,NA,"S",NA,0.18,0.025,0.2,0.065,0.04,0.53,4.52,1.895,1.335,0.165,0.11,0.05,NA,2,TRUE
"1649",1999-07-05,NA,"S",NA,0.035,0.01,0.035,0.04,0.005,0.165,4.33,1.865,1.14,0.075,0.006,0.05,NA,0,TRUE
"1650",1999-07-12,NA,"S",NA,0.08,0.02,0.05,0.03,0.005,0.215,4.52,1.345,1.015,0.06,0.0115,0.075,NA,0,TRUE
"1651",1999-07-19,NA,"S",NA,0.235,0.04,0.075,0.07,0.03,0.42,4.08,2.84,1.52,0.105,0.035,0.1,NA,6,TRUE
"1652",1999-07-26,NA,"S",NA,0.09,0.01,0.03,0.02,0.02,0.22,4.39,1.48,1.42,0.07,0.013,0.05,NA,0,TRUE
"1653",1999-08-02,NA,"S",NA,0.115,0.015,0.06,0.03,0.02,0.07,4.52,0.86,1.085,0.07,0.0255,0.075,NA,0,TRUE
"1654",1999-08-09,NA,"S",NA,0.06,0.015,0.02,0.025,0.02,0.43,4.09,3.51,2.17,0.115,0.01,0.075,NA,0,TRUE
"1655",1999-08-16,NA,"S",NA,0.06,0.02,0.05,0.07,0.013,0.575,4.05,3.97,2.065,0.14,0.009,0.075,NA,2,TRUE
"1656",1999-08-23,NA,"S",NA,0.24,0.035,0.055,0.045,0.02,0.215,4.53,1.05,1.225,0.1,0.0235,0.25,NA,0,TRUE
"1657",1999-08-30,NA,"S",NA,0.045,0.01,0.045,0.05,0.025,0.13,4.13,1.88,2.365,0.155,0.0085,0.075,NA,2,TRUE
"1658",1999-09-13,NA,"S",NA,0.05,0.01,0.008,0.055,0.005,0.135,4.57,1.215,0.635,0.085,0.0018,0.05,NA,2,TRUE
"1659",1999-09-20,NA,"S",NA,0.035,0.008,0.045,0.005,0.005,0.005,5.23,0.095,0.08,0.005,0.0045,0.05,NA,0,TRUE
"1660",1999-09-27,NA,"S",NA,0.14,0.01,0.03,0.03,0.02,0.16,4.37,1.61,1.36,0.08,0.003,0.05,NA,0,TRUE
"1661",1999-10-05,NA,"S",NA,0.06,0.03,0.02,0.18,0.005,0.17,4.6,1.445,1.01,0.305,0.003,0.125,NA,2,TRUE
"1662",1999-10-12,NA,"S",NA,0.115,0.03,0.05,0.035,0.018,0.325,4.32,1.84,2.045,0.065,0.0125,0.075,NA,0,TRUE
"1663",1999-10-17,NA,"S",NA,0.04,0.125,0.2,0.135,0.005,0.06,4.42,1.445,1.16,0.275,0.0085,0.1,NA,0,TRUE
"1664",1999-10-25,NA,"S",NA,0.06,0.025,0.215,0.16,0.005,0.05,4.57,0.94,0.985,0.255,0.0075,0.05,NA,0,TRUE
"1665",1999-11-08,NA,"S",NA,0.19,0.145,0.235,0.73,0.013,0.285,4.44,2.17,0.85,1.26,0.0068,0.1,NA,2,TRUE
"1666",1999-11-15,NA,"S",NA,0.425,0.07,0.045,0.14,0.035,1.12,4.02,3.71,5.4,0.245,0.0135,0.075,NA,0,TRUE
"1667",1999-11-22,NA,"S",NA,0.23,0.055,0.04,0.28,0.03,0.305,4.18,2.04,3.055,0.395,0.0085,0.075,NA,0,TRUE
"1668",1999-11-29,NA,"S",NA,0.055,0.035,0.015,0.22,0.013,0.18,4.42,1.255,1.345,0.415,0.0018,0.075,NA,0,TRUE
"1669",1999-12-07,NA,"S",NA,0.23,0.04,0.04,0.205,0.02,0.355,3.95,2.99,5.085,0.395,0.005,0.1,NA,0,TRUE
"1670",1999-12-13,NA,"S",NA,0.08,0.01,0.02,0.01,0.005,0.365,4.07,2.12,2.92,0.155,0.005,0.05,NA,0,TRUE
"1671",1999-12-20,NA,"S",NA,0.1,0.04,0.01,0.245,0.005,0.11,4.38,1.315,1.11,0.45,0.003,0.05,NA,0,TRUE
"1672",1999-12-27,NA,"S",NA,0.105,0.03,0.01,0.135,0.005,0.03,4.78,0.555,0.55,0.26,0.0013,0.05,NA,0,TRUE
"1673",2000-01-03,NA,"S",NA,0.67,0.115,0.065,1,0.065,1.445,3.63,7.85,8.395,1.595,0.009,0.25,NA,6,TRUE
"1674",2000-01-10,NA,"S",NA,0.115,0.02,0.01,0.06,0.005,0.31,4.24,1.92,1.87,0.165,0.0025,0.05,NA,0,TRUE
"1675",2000-01-18,NA,"S",NA,0.175,0.025,0.01,0.15,0.005,0.17,4.27,0.94,2.79,0.3,0.0045,0.05,NA,0,TRUE
"1676",2000-01-24,NA,"S",NA,0.25,0.03,0.03,0.33,0.05,0.02,4.08,1.16,4.27,0.51,0.012,NA,NA,6,FALSE
"1677",2000-02-01,NA,"S",NA,0.01,0.01,0.008,0.08,0.005,0.04,4.77,0.31,0.685,0.15,0.002,0.125,NA,0,TRUE
"1678",2000-02-15,NA,"S",NA,0.07,0.01,0.01,0.08,0.013,0.275,4.33,1.28,1.845,0.21,0.004,0.075,NA,0,TRUE
"1679",2000-02-22,NA,"S",NA,0.1,0.015,0.01,0.05,0.013,0.19,4.45,0.57,1.47,0.11,0.005,0.075,NA,0,TRUE
"1680",2000-02-29,NA,"S",NA,0.2,0.05,0.01,0.09,0.005,0.28,4.17,2.115,1.49,0.185,0.0075,0.075,NA,0,TRUE
"1681",2000-03-13,NA,"S",NA,0.14,0.025,0.01,0.07,0.013,0.3,4.39,1.545,1.205,0.36,0.0085,0.075,NA,0,TRUE
"1682",2000-03-20,NA,"S",NA,0.105,0.02,0.03,0.06,0.02,0.295,4.33,1.495,2.05,0.085,0.004,0.175,NA,0,TRUE
"1683",2000-03-27,NA,"S",NA,0.765,0.1,0.095,0.225,0.23,2.1,3.62,9.145,7.68,0.46,0.032,0.25,NA,6,FALSE
"1684",2000-04-03,NA,"S",NA,0.11,0.02,0.03,0.105,0.02,0.175,4.25,1.95,1.465,0.22,0.0065,0.175,NA,0,TRUE
"1685",2000-04-10,NA,"S",NA,0.18,0.05,0.03,0.215,0.02,0.21,4.48,1.565,1.145,0.39,0.0013,0.175,NA,0,TRUE
"1686",2000-04-17,NA,"S",NA,0.23,0.04,0.06,0.1,0.05,0.83,3.69,5.24,6.8,0.3,0.007,0.3,NA,6,FALSE
"1687",2000-04-25,NA,"S",NA,0.04,0.01,0.075,0.04,0.018,0.28,4.66,0.82,0.69,0.065,0.083,0.175,NA,0,TRUE
"1688",2000-05-01,NA,"S",NA,0.065,0.005,0.025,0.03,0.013,0.035,4.52,0.34,0.79,0.15,0.005,0.075,NA,0,TRUE
"1689",2000-05-15,NA,"S",NA,0.25,0.045,0.18,0.105,0.018,0.95,4.27,3.01,2.07,0.17,0.05,0.075,NA,2,FALSE
"1690",2000-05-22,NA,"S",NA,0.145,0.04,0.225,0.05,0.05,0.86,4.09,3.81,1.9,0.13,0.035,0.1,NA,2,FALSE
"1691",2000-05-29,NA,"S",NA,0.04,0.015,0.09,0.03,0.005,0.098,4.3,1.57,1.36,0.085,0.009,0.05,NA,0,TRUE
"1692",2000-06-12,NA,"S",NA,0.14,0.055,0.075,0.235,0.013,0.52,4.38,2.355,1.66,0.42,0.0105,0.125,NA,0,TRUE
"1693",2000-06-19,NA,"S",NA,0.08,0.025,0.09,0.075,0.025,0.32,3.95,3.44,2.455,0.155,0.008,0.125,NA,0,TRUE
"1694",2000-06-26,NA,"S",NA,0.14,0.03,0.08,0.065,0.02,0.345,4.13,3.07,1.855,0.14,0.0065,0.075,NA,0,TRUE
"1695",2000-07-03,NA,"S",NA,0.06,0.01,0.045,0.03,0.02,0.27,4.3,1.74,1.41,0.07,0.006,0.075,NA,0,TRUE
"1696",2000-07-11,NA,"S",NA,0.03,0.01,0.04,0.015,0.025,0.14,4.45,1.435,1.04,0.06,0.009,0.05,NA,0,TRUE
"1697",2000-07-17,NA,"S",NA,0.045,0.03,0.07,0.205,0.025,0.05,4.63,0.735,0.615,0.38,0.007,0.075,NA,2,TRUE
"1698",2000-07-24,NA,"S",NA,0.23,0.04,0.04,0.04,0.04,0.48,4.18,3.26,2.32,0.13,0.023,0.3,NA,0,TRUE
"1699",2000-08-01,NA,"S",NA,0.005,0.005,0.025,0.01,0.02,0.035,4.68,0.365,0.73,0.03,0.003,0.05,NA,2,TRUE
"1700",2000-08-08,NA,"S",NA,0.035,0.01,0.055,0.025,0.03,0.57,4.18,3.475,1.915,0.09,0.007,0.05,NA,2,TRUE
"1701",2000-08-14,NA,"S",NA,0.065,0.01,0.03,0.02,0.02,0.15,4.5,1.175,1.145,0.05,0.003,0.05,NA,0,TRUE
"1702",2000-08-21,NA,"S",NA,0.025,0.01,0.035,0.03,0.02,0.125,4.63,1.05,0.69,0.06,0.0013,0.05,NA,0,TRUE
"1703",2000-08-28,NA,"S",NA,0.05,0.02,0.2,0.07,0.03,0.57,4.15,3.61,2.26,0.15,0.007,0.05,NA,0,TRUE
"1704",2000-09-04,NA,"S",NA,0.165,0.035,0.215,0.225,0.055,1.065,3.85,8.01,3.535,0.37,0.0605,0.075,NA,0,TRUE
"1705",2000-09-18,NA,"S",NA,0.02,0.005,0.005,0.025,0.02,0.11,4.5,1.32,0.815,0.045,0.002,0.05,NA,0,TRUE
"1706",2000-09-25,NA,"S",NA,0.08,0.03,0.08,0.055,0.02,0.43,4.09,3.16,3.345,0.14,0.0075,0.05,NA,0,TRUE
"1707",2000-10-09,NA,"S",NA,0.03,0.01,0.055,0.01,0.005,0.053,4.52,1.17,0.76,0.03,0.0025,0.075,NA,0,TRUE
"1708",2000-10-17,NA,"S",NA,0.095,0.075,0.39,0.02,0.04,0.023,4.8,0.67,0.305,0.09,0.0155,0.05,NA,2,TRUE
"1709",2000-10-23,NA,"S",NA,0.005,0.005,0.013,0.015,0.018,0.245,4.41,1.78,0.84,0.06,0.0025,0.05,NA,0,TRUE
"1710",2000-11-07,NA,"S",NA,0.195,0.025,0.045,0.025,0.025,0.36,4.22,1.28,3.925,0.49,0.0065,0.075,NA,0,TRUE
"1711",2000-11-13,NA,"S",NA,0.015,0.005,0.01,0.008,0.005,0.035,4.77,0.485,0.555,0.05,5e-04,0.05,NA,0,TRUE
"1712",2000-11-20,NA,"S",NA,0.02,0.005,0.01,0.01,0.005,0.17,4.21,2.025,2.185,0.1,0.0013,0.05,NA,2,TRUE
"1713",2000-11-28,NA,"S",NA,0.035,0.01,0.01,0.075,0.005,0.06,4.74,0.525,0.85,0.12,0.0025,0.05,NA,0,TRUE
"1714",2000-12-04,NA,"S",NA,0.225,0.025,0.045,0.13,0.08,0.4,4.11,2.815,3.265,0.27,0.002,1.95,NA,6,TRUE
