"","date","datetime","site","precip","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","SiO2","sp.cond","note","canonical"
"870",1983-01-03,NA,"S",NA,0.49,0.17,0.38,0.12,0.1,0.28,4.26,2.7,3.35,0.25,0.195,0.05,NA,1,FALSE
"871",1983-01-09,NA,"S",NA,0.4,0.1,0.2,0.21,0.07,0.9,3.89,5.4,6.18,0.5,0.027,0.1,NA,3,TRUE
"872",1983-01-16,NA,"S",NA,0.01,0.01,0.02,0.05,0.005,0.01,5,0.4,0.14,0.09,0.007,0.05,NA,0,TRUE
"873",1983-01-24,NA,"S",NA,0.01,0.005,0.01,0.02,0.01,0.01,4.96,0.4,0.25,0.06,0.012,0.05,NA,0,TRUE
"874",1983-01-31,NA,"S",NA,0.06,0.04,0.03,0.34,0.005,0.12,4.48,1.5,1.28,0.48,0.005,0.05,NA,0,TRUE
"875",1983-02-08,NA,"S",NA,0.02,0.01,0.01,0.09,0.005,0.05,4.62,1,0.32,0.14,0.01,0.05,NA,0,TRUE
"876",1983-02-20,NA,"S",NA,0.06,0.05,0.03,0.44,0.02,0.32,3.82,5.8,3.96,0.61,5e-04,0.1,NA,0,TRUE
"877",1983-02-27,NA,"S",NA,0.15,0.05,0.06,0.4,0.04,1.1,3.7,10.2,5.01,0.63,0.012,0.01,NA,0,TRUE
"878",1983-03-06,NA,"S",NA,0.04,0.01,0.01,0.02,0.005,0.05,4.7,0.7,0.63,0.09,0.005,0.05,NA,0,TRUE
"879",1983-03-13,NA,"S",NA,0.01,0.005,0.005,0.03,0.01,0.05,4.74,0.9,0.31,0.09,0.003,0.05,NA,0,TRUE
"880",1983-03-20,NA,"S",NA,0.09,0.04,0.02,0.28,0.01,0.17,4.5,1.4,1.28,0.49,0.014,0.05,NA,0,TRUE
"881",1983-03-27,NA,"S",NA,0.18,0.05,0.04,0.32,0.01,0.35,4,5,1.92,0.48,0.013,0.1,NA,1,FALSE
"882",1983-04-04,NA,"S",NA,0.05,0.01,0.01,0.05,0.005,0.04,4.94,0.4,0.35,0.1,0.005,0.05,NA,0,TRUE
"883",1983-04-11,NA,"S",NA,0.06,0.01,0.02,0.04,0.005,0.11,4.3,1.9,1.36,0.1,0.012,0.05,NA,0,TRUE
"884",1983-04-17,NA,"S",NA,0.07,0.05,0.02,0.32,0.005,0.09,4.67,1,0.43,0.5,0.012,0.05,NA,0,TRUE
"885",1983-04-25,NA,"S",NA,0.13,0.06,0.07,0.32,0.01,0.36,4.29,2,2.07,0.61,0.1,0.05,NA,1,FALSE
"886",1983-05-03,NA,"S",NA,0.14,0.04,0.06,0.15,0.01,0.51,4.09,3.7,2.57,0.17,0.031,0.05,NA,0,TRUE
"887",1983-05-09,NA,"S",NA,0.14,0.04,0.08,0.12,0.01,0.38,4.27,2.8,1.68,0.28,0.025,0.05,NA,7,TRUE
"888",1983-05-16,NA,"S",NA,0.02,0.01,0.08,0.02,0.005,0.31,4.24,2.3,1,0.09,0.036,0.05,NA,7,TRUE
"889",1983-05-23,NA,"S",NA,0.05,0.02,0.07,0.02,0.005,0.14,4.41,1.8,0.92,0.16,0.033,0.05,NA,7,TRUE
"890",1983-05-31,NA,"S",NA,0.18,0.03,0.05,0.05,0.005,0.46,4.15,4,2.6,0.12,0.051,0.05,NA,0,TRUE
"891",1983-06-04,NA,"S",NA,0.08,0.02,0.08,0.005,0.02,0.36,4.17,3.4,1.74,0.07,0.021,0.05,NA,7,TRUE
"892",1983-06-14,NA,"S",NA,0.13,0.03,0.15,0.03,0.03,0.03,4.12,3.4,2.05,0.11,0.012,0.1,NA,0,TRUE
"893",1983-06-19,NA,"S",NA,0.47,0.09,0.34,0.06,0.07,0.93,3.68,12,4.13,0.2,0.037,0.1,NA,1,FALSE
"894",1983-06-27,NA,"S",NA,0.26,0.05,0.19,0.02,0.03,0.15,4.41,2.2,1.17,0.1,0.065,0.1,NA,0,TRUE
"895",1983-07-04,NA,"S",NA,0.1,0.02,0.08,0.01,0.04,0.52,4.15,4,1.19,0.1,0.04,0.1,NA,7,TRUE
"896",1983-07-10,NA,"S",NA,0.04,0.01,0.03,0.01,0.01,0.08,4.39,1.5,0.82,0.08,0.011,0.05,NA,0,TRUE
"897",1983-07-17,NA,"S",NA,0.5,0.16,0.08,0.04,0.01,0.42,4.31,3.2,1.54,0.2,0.059,0.1,NA,7,TRUE
"898",1983-07-24,NA,"S",NA,0.1,0.02,0.03,0.03,0.02,0.1,4.59,1,0.5,0.13,0.014,0.05,NA,0,TRUE
"899",1983-07-31,NA,"S",NA,0.3,0.04,0.05,0.06,0.03,0.61,3.67,9.3,4.37,0.24,0.007,0.1,NA,0,TRUE
"900",1983-08-07,NA,"S",NA,0.08,0.02,0.04,0.03,0.02,0.3,3.93,4.6,2.33,0.11,0.008,0.05,NA,7,TRUE
"901",1983-08-15,NA,"S",NA,0.02,0.01,0.01,0.005,0.01,0.11,4.37,1.7,0.88,0.06,0.006,0.05,NA,0,TRUE
"902",1983-08-28,NA,"S",NA,0.06,0.01,0.01,0.01,0.01,0.24,4.3,2.6,0.89,0.05,0.01,0.05,NA,7,TRUE
"903",1983-09-05,NA,"S",NA,0.005,0.005,0.005,0.005,0.01,0.07,4.39,1.5,1,0.04,0.013,0.05,NA,7,TRUE
"904",1983-09-11,NA,"S",NA,0.65,0.1,0.13,0.14,NA,1.11,3.85,6.3,2.99,0.33,0.017,0.1,NA,1,FALSE
"905",1983-09-18,NA,"S",NA,0.17,0.06,0.05,0.31,0.01,0.24,4.18,3.7,1.45,0.57,0.02,0.1,NA,0,TRUE
"906",1983-09-25,NA,"S",NA,0.05,0.02,0.05,0.06,0.02,0.11,4.67,1.1,0.52,0.11,0.01,0.05,NA,7,TRUE
"907",1983-10-02,NA,"S",NA,0.03,0.02,0.13,0.16,0.02,0.02,4.14,0.9,0.01,0.26,0.049,0.05,NA,0,TRUE
"908",1983-10-09,NA,"S",NA,0.1,0.02,0.04,0.04,0.03,0.62,3.9,5,3.43,0.13,0.015,0.05,NA,1,FALSE
"909",1983-10-16,NA,"S",NA,0.19,0.05,0.09,0.31,0.02,0.05,4.6,1,0.46,0.42,0.004,0.05,NA,0,TRUE
"910",1983-10-30,NA,"S",NA,0.05,0.01,0.11,0.03,0.02,0.05,4.41,1.1,1.29,0.08,0.012,0.05,NA,7,TRUE
"911",1983-11-06,NA,"S",NA,0.01,0.01,0.04,0.01,0.01,0.15,4.22,1.7,1.92,0.06,0.026,0.2,NA,7,TRUE
"912",1983-11-13,NA,"S",NA,0.01,0.01,0.02,0.05,0.01,0.1,4.37,1.4,1.04,0.12,0.009,0.05,NA,7,TRUE
"913",1983-11-20,NA,"S",NA,0.02,0.01,0.005,0.03,0.01,0.01,4.89,0.3,0.35,0.05,0.003,NA,NA,0,TRUE
"914",1983-11-28,NA,"S",NA,0.02,0.01,0.02,0.07,0.02,0.06,4.48,1.3,0.82,0.13,0.007,0.05,NA,0,TRUE
"915",1983-12-04,NA,"S",NA,0.04,0.01,0.01,0.03,0.01,0.06,4.61,0.7,0.83,0.04,0.005,0.05,NA,0,TRUE
"916",1983-12-11,NA,"S",NA,0.02,0.01,0.01,0.01,0.01,0.03,4.58,0.6,0.88,0.06,0.002,0.05,NA,0,TRUE
"917",1983-12-18,NA,"S",NA,0.08,0.03,0.02,0.15,0.01,0.02,4.8,0.6,0.35,0.27,0.003,0.05,NA,0,TRUE
"918",1983-12-26,NA,"S",NA,0.05,0.01,0.01,0.06,0.01,0.02,4.82,0.4,0.73,0.12,0.008,0.05,NA,0,TRUE
"919",1984-01-02,NA,"S",NA,0.05,0.01,0.02,0.05,0.01,0.05,4.52,1,0.85,0.15,0.007,0.05,NA,0,TRUE
"920",1984-01-08,NA,"S",NA,0.11,0.02,0.05,0.12,0.01,0.53,3.99,3.6,4.06,0.3,0.036,0.1,NA,0,TRUE
"921",1984-01-15,NA,"S",NA,0.05,0.01,0.02,0.05,0.02,0.03,4.32,0.6,2.47,0.18,0.011,0.05,NA,0,TRUE
"922",1984-01-22,NA,"S",NA,NA,NA,0.08,0.58,NA,0.15,3.95,1.9,5.92,NA,0.026,0.1,NA,1,FALSE
"923",1984-01-29,NA,"S",NA,0.08,0.01,0.02,0.08,0.03,0.09,4.32,1.6,1.65,0.17,0.006,0.05,NA,0,TRUE
"924",1984-02-05,NA,"S",NA,0.08,0.05,0.05,0.42,0.04,0.26,4.04,2.7,3.46,0.66,0.016,0.05,NA,1,FALSE
"925",1984-02-12,NA,"S",NA,0.08,0.01,0.02,0.07,0.02,0.14,4.22,1.8,2.16,0.08,0.009,0.1,NA,0,TRUE
"926",1984-02-19,NA,"S",NA,0.06,0.05,0.03,0.33,0.01,0.01,4.69,0.8,0.32,0.62,0.005,0.05,NA,0,TRUE
"927",1984-02-26,NA,"S",NA,0.16,0.03,0.04,0.13,0.03,0.46,3.97,4.1,3.62,0.23,0.002,0.1,NA,0,TRUE
"928",1984-03-04,NA,"S",NA,0.19,0.02,0.02,0.07,0.01,0.02,4.7,0.8,0.91,0.13,0.013,0.1,NA,0,TRUE
"929",1984-03-11,NA,"S",NA,0.21,0.04,0.03,0.1,0.005,0.09,4.29,1.3,2.18,0.2,0.009,0.1,NA,0,TRUE
"930",1984-03-18,NA,"S",NA,0.07,0.01,0.04,0.03,0.005,0.01,4.73,0.4,0.52,0.07,0.01,0.05,NA,0,TRUE
"931",1984-03-25,NA,"S",NA,0.04,0.01,0.01,0.05,0.005,0.01,4.62,0.8,0.49,0.1,0.003,0.05,NA,0,TRUE
"932",1984-04-01,NA,"S",NA,0.16,0.03,0.03,0.14,0.005,0.06,4.58,1.4,0.49,0.23,0.016,0.1,NA,0,TRUE
"933",1984-04-08,NA,"S",NA,0.05,0.03,0.02,0.17,0.005,0.09,4.42,1.2,0.73,0.31,0.018,0.05,NA,0,TRUE
"934",1984-04-16,NA,"S",NA,0.1,0.02,0.02,0.04,0.005,0.16,4.4,1.4,1.08,0.08,0.016,0.1,NA,0,TRUE
"935",1984-04-22,NA,"S",NA,0.1,0.02,0.09,0.04,0.005,0.15,4.1,3.2,1.92,0.15,0.079,0.05,NA,0,TRUE
"936",1984-04-29,NA,"S",NA,1.06,0.14,0.44,0.21,0.12,0.78,4.3,3.3,1.46,0.42,0.2,0.3,NA,1,FALSE
"937",1984-05-06,NA,"S",NA,0.17,0.02,0.04,0.04,0.005,0.17,4.45,1.7,1.04,0.07,0.013,0.05,NA,7,TRUE
"938",1984-05-13,NA,"S",NA,0.15,0.04,0.13,0.04,0.02,0.8,4.17,3.3,2.03,0.13,0.126,0.05,NA,1,FALSE
"939",1984-05-20,NA,"S",NA,0.17,0.06,0.34,0.02,0.05,1.05,4.35,2.5,1.32,0.11,0.38,0.1,NA,1,FALSE
"940",1984-05-28,NA,"S",NA,0.2,0.14,0.79,0.04,0.07,0.56,4.5,2.9,1.26,0.15,0.41,0.1,NA,1,FALSE
"941",1984-06-03,NA,"S",NA,0.01,0.01,0.1,0.005,0.01,0.03,4.95,0.35,0.3,0.06,0.031,0.05,NA,0,TRUE
"942",1984-06-08,NA,"S",NA,0.15,0.04,0.09,0.03,0.01,0.33,4.39,2.2,1.1,0.08,0.021,0.05,NA,0,TRUE
"943",1984-06-18,NA,"S",NA,0.19,0.05,0.22,0.03,0.02,0.26,4.34,2.5,1.39,0.13,0.029,0.08,NA,0,TRUE
"944",1984-06-24,NA,"S",NA,0.14,0.03,0.07,0.02,0.02,0.32,4.15,3.5,2.2,0.12,0.016,0.05,NA,0,TRUE
"945",1984-07-01,NA,"S",NA,0.01,0.01,0.02,0.06,0.01,0.25,4.23,2.9,1.2,0.12,0.009,0.05,NA,0,TRUE
"946",1984-07-08,NA,"S",NA,0.06,0.02,0.02,0.05,0.01,0.16,4.27,2.4,1.3,0.12,0.009,0.05,NA,0,TRUE
"947",1984-07-15,NA,"S",NA,0.06,0.01,0.03,0.03,0.02,0.52,3.83,6.5,2.99,0.13,0.012,0.05,NA,0,TRUE
"948",1984-07-22,NA,"S",NA,0.08,0.02,0.01,0.01,0.02,0.35,4.01,4.5,2.25,0.1,0.01,0.05,NA,0,TRUE
"949",1984-07-29,NA,"S",NA,0.18,0.03,0.04,0.03,0.03,0.02,4.13,2.9,2,0.12,0.014,0.05,NA,0,TRUE
"950",1984-08-12,NA,"S",NA,0.1,0.02,0.04,0.06,0.04,0.6,3.6,10.6,5.6,0.22,0.011,0.1,NA,0,TRUE
"951",1984-08-19,NA,"S",NA,NA,NA,0.08,1.61,NA,0.09,3.9,2.6,0.01,2.95,0.068,0.2,NA,1,FALSE
"952",1984-08-27,NA,"S",NA,0.09,0.02,0.04,0.02,0.05,0.13,4.18,2.95,1.71,0.11,0.017,0.05,NA,0,TRUE
"953",1984-09-02,NA,"S",NA,0.23,0.04,0.05,0.05,0.005,0.12,3.97,3.45,2.77,0.11,0.016,0.05,NA,0,TRUE
"954",1984-09-10,NA,"S",NA,0.08,0.02,0.03,0.01,0.04,0.03,4.26,2,0.84,0.1,0.023,0.05,NA,0,TRUE
"955",1984-09-17,NA,"S",NA,0.11,0.02,0.04,0.09,0.03,0.29,4.19,2.95,1.78,0.14,0.012,0.05,NA,0,TRUE
"956",1984-09-23,NA,"S",NA,0.81,0.14,0.35,0.09,NA,0.58,4.3,4.7,2.29,0.25,0.07,0.05,NA,1,FALSE
"957",1984-10-01,NA,"S",NA,0.16,0.03,0.15,0.05,0.005,0.24,4.51,2.7,1.21,0.1,0.044,0.05,NA,0,TRUE
"958",1984-10-07,NA,"S",NA,0.16,0.04,0.2,0.02,0.01,0.12,4.78,1.3,0.8,0.06,0.023,0.05,NA,0,TRUE
"959",1984-10-21,NA,"S",NA,0.21,0.04,0.12,0.11,0.005,0.35,3.83,5.2,4.72,0.22,0.04,0.05,NA,0,TRUE
"960",1984-10-28,NA,"S",NA,0.07,0.02,0.1,0.03,0.02,0.26,3.99,3.2,3.85,0.07,0.013,0.05,NA,0,TRUE
"961",1984-11-04,NA,"S",NA,0.05,0.03,0.14,0.17,0.02,0.21,4.36,2.1,1.31,0.24,0.016,0.05,NA,0,TRUE
"962",1984-11-13,NA,"S",NA,0.02,0.01,0.03,0.1,0.02,0.05,4.52,0.95,0.81,0.18,0.006,0.05,NA,0,TRUE
"963",1984-11-18,NA,"S",NA,NA,NA,1.59,NA,NA,0.03,4.28,2.75,1.6,NA,NA,NA,NA,1,FALSE
"964",1984-12-02,NA,"S",NA,0.02,0.03,0.03,0.25,0.02,0.09,4.55,1.1,0.88,0.41,0.009,0.05,NA,0,TRUE
"965",1984-12-09,NA,"S",NA,0.03,0.01,0.01,0.04,0.01,0.05,4.9,0.4,0.52,0.06,0.008,0.05,NA,0,TRUE
"966",1984-12-17,NA,"S",NA,0.03,0.02,0.03,0.11,0.02,0.16,4.03,2.9,2.82,0.23,0.017,0.05,NA,0,TRUE
"967",1984-12-23,NA,"S",NA,0.02,0.01,0.02,0.04,0.01,0.04,4.79,0.4,0.68,0.07,0.006,0.05,NA,0,TRUE
"968",1984-12-30,NA,"S",NA,0.11,0.05,0.22,0.11,0.02,0.21,4.27,2.4,2.02,0.16,0.016,0.05,NA,1,FALSE
"969",1985-01-06,NA,"S",NA,0.02,0.02,0.03,0.1,0.01,0.08,4.52,1.1,1,0.14,0.005,0.05,NA,0,TRUE
"970",1985-01-13,NA,"S",NA,0.23,0.12,0.42,0.08,0.01,0.12,4.2,1.8,3.24,0.34,0.08,0.05,NA,1,FALSE
"971",1985-01-20,NA,"S",NA,0.04,0.02,0.06,0.07,0.02,0.2,4.04,1,5.88,0.24,0.018,0.05,NA,0,TRUE
"972",1985-01-27,NA,"S",NA,0.06,0.01,0.07,0.17,0.02,0.08,4.02,1,6.1,0.46,0.01,0.05,NA,0,TRUE
"973",1985-02-03,NA,"S",NA,0.02,0.01,0.02,0.05,0.01,0.05,4.22,1.5,2.35,0.14,0.015,0.05,NA,0,TRUE
"974",1985-02-10,NA,"S",NA,0.05,0.01,0.09,0.13,0.02,0.01,4.5,0.5,1.91,0.3,0.012,0.1,NA,0,TRUE
"975",1985-02-17,NA,"S",NA,0.03,0.03,0.07,0.2,0.01,0.06,4.49,1.8,0.47,0.38,0.007,0.05,NA,0,TRUE
"976",1985-02-24,NA,"S",NA,0.05,0.01,0.02,0.06,0.02,0.17,4.17,2.2,2.28,0.16,0.032,0.05,NA,0,TRUE
"977",1985-03-03,NA,"S",NA,0.76,0.27,0.31,0.94,0.07,1.6,3.64,11.6,9.07,1.08,0.029,0.1,NA,1,FALSE
"978",1985-03-10,NA,"S",NA,0.09,0.01,0.02,0.03,0.01,0.09,4.6,0.9,1.15,0.11,0.016,0.1,NA,0,TRUE
"979",1985-03-17,NA,"S",NA,0.05,0.01,0.02,0.02,0.01,0.19,4.5,1.4,0.94,0.06,0.01,0.1,NA,0,TRUE
"980",1985-03-31,NA,"S",NA,2.04,0.26,0.2,0.33,0.11,2.8,3.4,20.6,19.6,0.8,0.08,0.1,NA,1,FALSE
"981",1985-04-07,NA,"S",NA,0.13,0.04,0.03,0.17,0.01,0.25,4.37,2,2.16,0.32,0.023,0.05,NA,0,TRUE
"982",1985-04-22,NA,"S",NA,0.56,0.1,0.26,0.08,0.05,1.6,3.94,6.9,5.25,0.36,0.2,0.1,NA,1,FALSE
"983",1985-05-06,NA,"S",NA,0.32,0.05,0.05,0.03,0.02,0.58,4.14,4.1,2.48,0.14,0.022,0.05,NA,0,TRUE
"984",1985-05-12,NA,"S",NA,0.36,0.06,0.05,0.02,0.02,0.36,4.14,3.95,1.98,0.1,0.017,0.05,NA,0,TRUE
"985",1985-05-19,NA,"S",NA,0.07,0.03,0.05,0.14,0.01,0.23,4.19,2.85,2.33,0.22,0.013,0.05,NA,0,TRUE
"986",1985-05-27,NA,"S",NA,0.57,0.15,0.42,0.08,0.06,1.05,3.95,6.9,5.11,0.29,0.05,0.1,NA,1,FALSE
"987",1985-06-01,NA,"S",NA,0.16,0.03,0.05,0.05,0.02,0.47,4.04,4.95,2.18,0.15,0.018,0.05,NA,7,TRUE
"988",1985-06-10,NA,"S",NA,0.15,0.03,0.04,0.02,0.01,0.16,4.32,2.15,1.33,0.08,0.016,0.05,NA,7,TRUE
"989",1985-06-15,NA,"S",NA,0.13,0.02,0.03,0.01,0.005,0.23,4.18,3.1,1.47,0.07,0.019,0.05,NA,7,TRUE
"990",1985-06-23,NA,"S",NA,0.21,0.04,0.11,0.03,0.03,0.62,3.89,7.6,3.62,0.18,0.018,0.05,NA,7,TRUE
"991",1985-06-30,NA,"S",NA,0.05,0.02,0.03,0.06,0.01,0.21,4.41,1.95,1.05,0.15,0.013,0.05,NA,7,TRUE
"992",1985-07-07,NA,"S",NA,0.18,0.05,0.12,0.03,0.04,0.08,3.93,3.25,1.86,0.2,0.027,0.05,NA,7,TRUE
"993",1985-07-14,NA,"S",NA,0.23,0.09,0.44,0.04,0.05,0.86,4.54,2.5,1.56,0.16,0.32,0.05,NA,1,FALSE
"994",1985-07-21,NA,"S",NA,0.49,0.09,0.15,0.08,NA,0.4,3.69,NA,NA,NA,0.028,0.1,NA,1,FALSE
"995",1985-07-28,NA,"S",NA,0.2,0.05,0.05,0.17,0.04,0.01,4.34,2,1.17,0.29,0.021,0.1,NA,7,TRUE
"996",1985-08-04,NA,"S",NA,0.04,0.01,0.01,0.01,0.02,0.08,4.37,1.9,0.7,0.04,0.01,0.05,NA,7,TRUE
"997",1985-08-11,NA,"S",NA,0.05,0.04,0.06,0.22,0.05,0.34,3.8,6.15,4.59,0.35,0.033,0.05,NA,7,TRUE
"998",1985-08-18,NA,"S",NA,0.21,0.04,0.06,0.04,0.04,0.49,3.76,8.2,2.35,0.13,0.02,0.15,NA,7,TRUE
"999",1985-08-25,NA,"S",NA,0.06,0.01,0.02,0.06,0.03,0.12,4.19,2.65,1.68,0.14,0.016,0.05,NA,7,TRUE
"1000",1985-09-02,NA,"S",NA,0.02,0.005,0.01,0.02,0.02,0.17,4.18,2.95,1.53,0.07,0.009,0.05,NA,7,TRUE
"1001",1985-09-08,NA,"S",NA,0.05,0.01,0.01,0.005,0.02,0.03,4.82,0.65,0.29,0.03,0.009,0.05,NA,7,TRUE
"1002",1985-09-15,NA,"S",NA,0.03,0.005,0.01,0.01,0.01,0.01,4.74,0.55,0.38,0.07,0.008,0.05,NA,7,TRUE
"1003",1985-09-29,NA,"S",NA,0.02,0.01,0.02,0.07,0.02,0.02,4.87,0.5,0.37,0.16,0.01,0.05,NA,0,TRUE
"1004",1985-10-07,NA,"S",NA,0.01,0.005,0.03,0.02,0.01,0.05,4.3,2.1,1,0.1,0.011,0.05,NA,0,TRUE
"1005",1985-10-14,NA,"S",NA,0.1,0.02,0.14,0.04,0.01,0.2,4.25,2.6,1.16,0.12,0.015,0.05,NA,0,TRUE
"1006",1985-10-20,NA,"S",NA,0.03,0.01,0.01,0.02,0.02,0.26,4.1,3.1,2.12,0.08,0.013,0.05,NA,7,TRUE
"1007",1985-10-27,NA,"S",NA,0.14,0.05,0.04,0.26,0.02,0.11,4.01,2.8,4,0.54,0.012,0.05,NA,7,TRUE
"1008",1985-11-11,NA,"S",NA,0.09,0.02,0.01,0.05,0.005,0.09,4.45,0.8,1.94,0.12,0.005,0.05,NA,7,TRUE
"1009",1985-11-24,NA,"S",NA,0.05,0.01,0.01,0.03,0.005,0.06,4.57,1,1,0.07,0.007,0.05,NA,0,TRUE
"1010",1985-12-02,NA,"S",NA,0.02,0.02,0.01,0.13,0.005,0.08,4.63,0.7,0.8,0.24,0.01,0.05,NA,0,TRUE
"1011",1985-12-08,NA,"S",NA,0.17,0.03,0.04,0.08,0.02,0.41,4.04,2.7,4.43,0.16,0.035,0.05,NA,0,TRUE
"1012",1985-12-15,NA,"S",NA,0.02,0.005,0.01,0.01,0.01,0.04,4.62,0.5,1.09,0.04,0.016,0.05,NA,0,TRUE
"1013",1985-12-22,NA,"S",NA,0.2,0.03,0.03,0.34,0.01,0.25,4.03,1.7,5.92,0.58,0.011,0.05,NA,0,TRUE
"1014",1985-12-29,NA,"S",NA,0.1,0.02,0.02,0.21,0.01,0.54,3.98,2.4,6.38,0.53,0.023,0.05,NA,0,TRUE
"1015",1986-01-06,NA,"S",NA,0.03,0.01,0.02,0.07,0.005,0.06,4.62,0.6,1.17,0.15,0.009,0.05,NA,0,TRUE
"1016",1986-01-20,NA,"S",NA,0.03,0.1,0.01,0.07,0.01,0.06,4.56,0.9,0.67,0.14,0.009,0.05,NA,0,TRUE
"1017",1986-01-27,NA,"S",NA,0.01,0.005,0.005,0.02,0.005,0.03,4.9,0.4,0.23,0.07,0.011,0.05,NA,0,TRUE
"1018",1986-02-02,NA,"S",NA,0.04,0.01,0.005,0.08,0.01,0.07,4.33,1,2.25,0.18,0.022,0.05,NA,0,TRUE
"1019",1986-02-09,NA,"S",NA,0.01,0.01,0.01,0.06,0.01,0.02,4.73,0.5,0.62,0.12,0.007,0.1,NA,0,TRUE
"1020",1986-02-16,NA,"S",NA,0.2,0.04,0.03,0.74,0.04,0.18,4.1,1.8,5.2,0.37,0.007,1.4,NA,1,FALSE
"1021",1986-02-23,NA,"S",NA,0.02,0.01,0.005,0.07,0.01,0.04,4.43,1.4,0.79,0.14,0.007,0.05,NA,0,TRUE
"1022",1986-03-09,NA,"S",NA,0.07,0.02,0.02,0.1,0.04,0.16,4.18,1.6,3.4,0.26,0.012,0.2,NA,0,TRUE
"1023",1986-03-16,NA,"S",NA,0.08,0.01,0.02,0.04,0.01,0.13,4.39,1.5,1.4,0.09,0.012,0.3,NA,0,TRUE
"1024",1986-03-23,NA,"S",NA,0.14,0.02,0.03,0.05,0.02,0.43,4.13,3.8,1.72,0.08,0.026,0.5,NA,0,TRUE
"1025",1986-03-30,NA,"S",NA,0.93,0.18,0.13,0.16,0.06,0.73,3.87,8,3.8,0.29,0.048,NA,NA,1,FALSE
"1026",1986-04-13,NA,"S",NA,0.06,0.02,0.02,0.1,0.005,0.31,4.18,3.8,1.81,0.2,0.011,0.2,NA,0,TRUE
"1027",1986-04-27,NA,"S",NA,0.13,0.03,0.04,0.13,0.02,0.17,4.13,2.6,2.29,0.27,0.019,0.1,NA,7,TRUE
"1028",1986-05-04,NA,"S",NA,NA,NA,0.64,0.25,NA,0.64,3.71,5.9,NA,0.65,NA,0.6,NA,1,FALSE
"1029",1986-05-12,NA,"S",NA,0.59,0.1,0.07,0.06,0.04,0.97,4.08,5.35,4.27,0.19,0.025,0.2,NA,7,TRUE
"1030",1986-05-18,NA,"S",NA,0.36,0.16,0.65,0.2,NA,0.26,3.83,5.6,4.77,0.36,NA,NA,NA,1,FALSE
"1031",1986-05-27,NA,"S",NA,0.03,0.02,0.06,0.09,0.005,0.18,4.54,1.25,0.86,0.16,0.031,0.05,NA,7,TRUE
"1032",1986-06-02,NA,"S",NA,0.44,0.09,0.21,0.02,0.02,0.5,4.65,2.5,1.58,0.13,0.062,0.1,NA,7,TRUE
"1033",1986-06-08,NA,"S",NA,0.3,0.07,0.2,0.07,0.03,0.75,3.9,6.6,3.97,0.23,0.035,0.1,NA,7,TRUE
"1034",1986-06-15,NA,"S",NA,0.04,0.01,0.04,0.01,0.01,0.07,4.36,1.7,0.77,0.06,0.015,0.05,NA,7,TRUE
"1035",1986-06-23,NA,"S",NA,0.12,0.03,0.12,0.01,0.01,0.16,4.2,3.1,1.26,0.1,0.026,0.1,NA,7,TRUE
"1036",1986-06-29,NA,"S",NA,0.14,0.03,0.06,0.02,0.02,0.3,4.03,4.4,2.34,0.15,0.03,0.1,NA,7,TRUE
"1037",1986-07-06,NA,"S",NA,0.02,0.01,0.01,0.01,0.01,0.12,4.52,1.2,0.75,0.06,0.011,0.05,NA,7,TRUE
"1038",1986-07-13,NA,"S",NA,0.07,0.01,0.04,0.02,NA,0.08,4.42,1.2,1.45,0.08,0.25,0.1,NA,0,TRUE
"1039",1986-07-20,NA,"S",NA,0.01,0.01,0.01,0.01,0.01,0.15,4.2,2.53,1.6,0.09,0.016,0.1,NA,7,TRUE
"1040",1986-07-27,NA,"S",NA,0.04,0.01,0.01,0.01,0.01,0.14,4.12,3.38,1.39,0.07,0.013,0.05,NA,7,TRUE
"1041",1986-08-04,NA,"S",NA,0.01,0.01,0.01,0.01,0.01,0.08,4.33,1.7,1.15,0.04,0.013,0.05,NA,7,TRUE
"1042",1986-08-10,NA,"S",NA,0.01,0.01,0.01,0.02,NA,0.36,4.04,4.3,1.74,0.1,0.03,0.1,NA,0,TRUE
"1043",1986-08-18,NA,"S",NA,0.06,0.02,0.02,0.03,0.02,0.63,3.86,6.6,3.2,0.14,0.01,0.1,NA,7,TRUE
"1044",1986-08-24,NA,"S",NA,0.06,0.01,0.01,0.03,0.01,0.3,4.12,3.5,1.61,0.11,0.013,0.05,NA,7,TRUE
"1045",1986-09-01,NA,"S",NA,0.06,0.01,0.01,0.02,0.01,0.18,4.24,2.5,1.49,0.05,0.018,0.05,NA,7,TRUE
"1046",1986-09-07,NA,"S",NA,0.01,0.02,0.01,0.13,0.01,0.23,3.91,4.4,2.39,0.3,0.011,0.1,NA,7,TRUE
"1047",1986-09-15,NA,"S",NA,0.1,0.02,0.02,0.03,0.02,0.14,4.14,2.9,1.73,0.11,0.015,0.1,NA,7,TRUE
"1048",1986-09-21,NA,"S",NA,0.04,0.01,0.01,0.01,0.01,0.2,4.2,2.7,1.35,0.07,0.011,0.1,NA,7,TRUE
"1049",1986-09-29,NA,"S",NA,0.005,0.005,0.03,0.01,0.01,0.15,4.17,2.4,2.06,0.07,0.031,0.1,NA,7,TRUE
"1050",1986-10-05,NA,"S",NA,0.03,0.01,0.02,0.03,NA,0.06,4.21,2.6,1.53,0.07,0.012,0.1,NA,0,TRUE
